,AAL,ALLE,AME,APH,AYI,BA,CAT,CHRW,CMI,COL,CSX,CTAS,DAL,DE,DHR,DNB,DOV,EMR,ETN,EXPD,FAST,FDX,FLIR,FLR,FLS,GD,GE,GLW,GWW,HON,IR,IRM,ITW,JBHT,JEC,KSU,LEG,LLL,LMT,LUV,MAS,MMM,NLSN,NOC,NSC,PBI,PCAR,PH,PNR,PWR,R,RHI,ROK,ROP,RSG,RTN,SRCL,TXT,TYC,UAL,UNP,UPS,URI,UTX,VRSK,WM,XYL
FAST,-0.0248586507252,-0.0874170840979,0.0447183955912,0.0621849869574,0.00695759534891,0.0395838715484,0.0809893523667,-0.00485032038012,-0.0589717115585,0.0752029500893,0.200968259041,-0.166877358656,0.0164045988377,0.0446439123892,0.0260947675693,-0.0177913464385,0.00673980177112,0.114126689159,-0.097047435475,-0.0472561639094,1.0,0.188388484479,0.139739194482,0.373085124631,0.000832183975144,0.0213161792914,-0.00502177943239,-0.0214124565111,-0.0835773030753,-0.0761426599247,0.0915237397689,0.0136014352025,-0.0445484940182,-0.106816256863,-0.0520797611306,0.0103419378697,0.0177603912623,0.0382045744134,0.063872934812,-0.082358345642,-0.0345076910961,0.0589254202006,0.0975849316793,0.0171728701301,-0.0149506943472,0.0137406413808,0.0668098545757,-0.1299151094,0.0363502261063,0.0146973080594,0.042327721265,0.000773603829168,-0.0209088363236,0.00505801225573,-0.0305333934399,0.0629622813521,-0.145573545141,0.0274956927698,-0.112415677701,-0.0143108353608,0.0346250062183,0.0142139687732,-0.019255780774,-0.0783540701104,0.0237782665192,0.000311055145722,-0.0679636355241
FDX,0.0220045605153,-0.136204245926,-2.59252441715e-06,0.055658144378,-0.0285124528707,0.0117247736962,0.00260972524399,-0.0527272230043,-0.000165198446277,-0.0683428630666,0.162074630832,0.0324246221134,-0.0545077930901,-0.0351537467789,-0.011623059846,0.0269266545362,-0.0252610442542,0.042612780907,-0.104917783507,0.132702320537,0.188388484479,1.0,0.0872820204662,0.287001724532,0.0775267099169,-0.139462422247,0.0168613978038,0.00427525664699,0.0312055864285,0.019769674833,-0.0547324734612,0.0455791070341,0.244495804039,0.0639347384088,0.0496357768828,-0.00665131371797,-0.0234928674497,-0.00624649799229,-0.00777747874879,-0.228036181903,0.279948141522,0.0347095300171,0.0162754786222,0.0561947145633,-0.00228367584372,-0.02348833184,0.283919672842,0.0711186216809,-0.134578353278,0.00355152437989,0.0381672204008,-0.00760431535415,-0.0167669156153,0.016612775915,-0.00961047780738,0.00897665447215,0.0594220620673,0.0511134580378,0.040787814225,-0.0456330239098,0.0226825558279,0.0820244293377,-0.00250149469557,-0.167478090654,-0.0603316573675,-0.0322381460957,0.00843253557257
FLIR,-0.00900823879067,-0.0343242193138,-0.0912278836566,0.020440713191,0.14452741166,-0.0448446538713,0.0238126256392,0.197841352259,0.0675263047328,-0.163194239574,0.0532013261721,0.0262185687208,-0.0264818184697,-0.0252260870002,-0.0939391971784,0.0157102946359,0.00472910912495,0.0432007479205,-0.026448958158,-0.0271722599467,0.139739194482,0.0872820204662,1.0,0.113114621064,-0.0373313842621,0.0403415442293,-0.0084183848205,-0.011958500026,-0.0716645407499,0.00669550988326,0.0895343865421,-0.0721573514122,0.0368405250817,-0.0306811982616,-0.0619449067123,0.0416422794546,0.00435515383373,0.031313757629,0.0557124237798,-0.0344877447791,0.00921173950563,0.00567429144331,0.0245162544512,-0.0713781001742,0.0455261516282,0.143662408488,0.143313456336,-0.0118604485661,-0.0146814582957,0.00560286373725,-0.0277250428806,0.107032338987,-0.0429118123591,-0.11969631499,-0.0577101310279,-0.0770254648778,-0.0904343816051,0.145019628166,-0.0307279950493,-0.0279043497438,0.0955149782241,-0.00749183524451,0.0276022257401,0.0198759457179,-0.0359145037762,0.0948001314028,-0.0166562174244
FLR,0.0119284646654,-0.0599086327792,0.0500695625692,0.0345444602132,-0.085460827638,-0.0936707597065,0.0120848181302,0.041140599505,-0.00808086643686,0.0917796119561,0.0851220428033,0.016361682442,0.0182732273906,0.0116229793267,0.0285312708876,0.00173231728133,-0.0828651255303,0.0252147051208,-0.147027882281,0.0794141494405,0.373085124631,0.287001724532,0.113114621064,1.0,0.0267449824247,-0.054505858446,0.0909814603047,0.0506723766912,0.0194902751672,0.0739568193352,0.000734656403701,0.126195001645,0.0658723473029,-0.12270439093,-0.0339862935385,-0.245791202645,-0.000620153576656,0.0203479723169,0.0813397722651,0.00581461611801,0.0116189717291,0.059847318936,-0.0478255147921,0.147432896498,0.0364772714131,-0.0483816682709,0.0758409489295,-0.0488799896858,0.0887925574863,-0.00374681799222,0.0326303303068,0.00460610689036,-0.00936276339136,-0.0594175470354,-0.0198772176932,0.10400444803,-0.000339599161589,-0.100530185376,-0.00979027454746,0.00498257958982,-0.0015983836311,-0.0621121338437,0.020769373589,0.11541899473,0.00505634224735,-0.012141213449,0.00614002370592
FLS,-0.0252729034001,-0.0776495387841,0.0455014951445,0.00417644130463,-0.0239047081709,0.532910198459,0.150311139236,0.00741799205007,-0.0152399083539,-0.0154255503496,0.13786897424,0.401185738571,-0.00270885970111,0.0437749567447,-0.00657234554501,0.0596950530795,-5.45573907945e-05,0.0225733971834,0.0116021476396,0.00937226100472,0.000832183975144,0.0775267099169,-0.0373313842621,0.0267449824247,1.0,0.00457859167828,0.0415160309933,0.0041381332045,-0.00542662766823,0.0044807057982,0.0107704047167,0.0126358294407,0.0281659790176,0.0264457605512,-0.0479661365268,-0.011304265444,-0.18636280535,0.0634499285932,-0.00884597260153,-0.0374322228627,0.000335208208254,0.0193877973825,-0.0274833396957,0.0394550368108,-0.0228011019002,-0.0217430900494,0.0862072602331,-0.0239841599084,-0.037924313836,-0.025254589242,0.0154533347379,0.0550671236167,0.0450859803315,-0.00828683442324,-0.0210130937619,0.0317243177987,0.00854097169368,-0.0273328958503,-0.00266554993704,0.00653279018768,0.0064183224387,-0.0172876417836,-0.0249129655301,-0.104109247181,0.00371211473102,-0.0411993571577,0.034298288445
GD,0.0267122916683,0.0371029418617,-0.0296844501579,-0.0415253642139,0.21363030034,0.0228192594329,0.00790625031344,0.00588024246442,0.017464409794,0.0084509893347,-0.0698005106546,-0.0753237085018,-0.0584940981717,-0.0329003597385,0.0427364692679,-0.0202766078898,-0.0599161102474,-0.131398244062,0.027604695225,0.0260007470983,0.0213161792914,-0.139462422247,0.0403415442293,-0.054505858446,0.00457859167828,1.0,0.0955831656806,0.159013487723,-0.0250812271892,-0.154219533891,0.00698957076651,0.132062953997,0.0123549465825,-0.0352753382099,-0.014724703008,0.0907133685571,-0.0382413581748,0.0629498273886,0.00103024242593,0.0993793306997,-0.169892983914,0.0406048310171,0.125867031596,-0.104214659855,0.00797131609072,0.108330634263,0.017307892677,0.0109380647989,-0.145132168263,0.0757106146884,0.0619107591945,-0.0753280384229,-0.0194831738371,-0.00239050887285,-0.0368166478227,0.102788817645,0.05149865331,-0.104513753417,-0.144796206889,0.0783196905868,0.14865965019,-0.0643897369564,0.00957926744155,0.0219710429201,0.0299787265928,0.0283881180601,-0.0323379793606
GE,-0.0229753627731,-0.00618467248574,0.124148426929,0.116824120128,-0.0600581727634,-0.0131794197318,-0.00177776058584,-0.00966107804964,0.0102620164797,0.00951956823409,-0.0269825561333,-0.165318147789,-0.0458145350766,-0.0864147859679,0.073020426017,-0.00960437277224,-0.373787153664,-0.000391899328347,0.0234944098932,-0.0180734989505,-0.00502177943239,0.0168613978038,-0.0084183848205,0.0909814603047,0.0415160309933,0.0955831656806,1.0,0.0371249224873,-0.000847488087168,-0.256788642493,-0.0336526615101,0.0353944348068,0.0366830924254,0.195069192472,0.0165223403284,0.0436645308838,0.0649475708546,0.0409152757682,0.00986017479328,0.00422784389003,-0.0431897225257,0.0202248116585,0.0554685254869,0.00312564269074,0.0157642694778,0.0043498019908,0.0885261533827,0.0140150517512,0.0840745812232,0.162485746504,-0.000491970909474,0.0867818279805,0.0539688196449,0.0533298235069,0.0463136935752,-0.0386453708338,-0.0477413965847,0.0314161466612,0.0520198596791,-0.0285474123266,-0.00873603361193,-0.248425034945,0.0371753605176,-0.0435569538438,-0.119643367576,0.00114224580724,0.0438847299768
GLW,-0.0628291152012,-0.0317685763954,-0.0530267226547,-0.0270592736215,0.130504461839,-0.0196372602573,0.0180280600173,-0.135500091179,-0.0186370812944,0.0242352069265,0.053526142638,0.013056931402,0.0157733670426,0.0128540802752,0.054697659377,-0.03184936475,-0.0405148778545,0.0908919340065,0.0486271827074,0.0257472330057,-0.0214124565111,0.00427525664699,-0.011958500026,0.0506723766912,0.0041381332045,0.159013487723,0.0371249224873,1.0,-0.0236787156954,0.0967691894443,0.0133983336139,-0.0156302602024,0.0774277487312,0.040464205997,0.0288086704463,-0.0305476959169,-0.000297797935515,0.131161518751,-0.0117526526756,-0.0596571272688,0.0727361613141,-0.068515319012,-0.107238925325,0.066616470635,0.034864070218,0.035149208094,0.0639982793735,-0.0723218716638,-0.32691765953,-0.00938362785067,-0.189445334775,0.0769773351015,0.0693442794862,0.0303972740197,0.0638975803637,0.0754787162139,0.0616455122345,-0.0295040705064,-0.0039209803277,-0.00694903957686,0.00448752381702,0.0438873096496,-0.0762709639816,-0.0434170163818,-0.110892300592,0.0331095028181,0.0682609818564
GWW,0.00656250978506,-0.0598894808765,0.0581023795911,-0.0287827070955,-0.0413873634837,0.0704485714244,0.0239664449387,-0.115800081185,-0.0101057126777,0.18523665062,0.019496830961,-0.156690960997,-0.0257734220901,0.00930172666858,0.0355874045412,0.0253155158483,-0.05691277298,-0.00241797070365,-0.00333835964513,-0.0200892442457,-0.0835773030753,0.0312055864285,-0.0716645407499,0.0194902751672,-0.00542662766823,-0.0250812271892,-0.000847488087168,-0.0236787156954,1.0,-0.0038904463544,-0.101223734023,-0.0297106687904,-0.0291747146333,-0.001297845626,-0.0611127858159,0.0563109824388,-0.0463615385192,0.0383335996207,0.0386877454725,-0.00386873601738,-0.0210657039197,-0.0754916294213,-0.0855739627345,0.237755477629,0.0124538618849,-0.0340973115634,0.0623639513267,-0.0307719485981,0.0297496942487,0.0803231652575,0.158067229697,-0.116315604582,0.034937355332,0.0280275486611,0.0504588334981,0.16830944841,0.318448750287,-0.146529813404,0.0369592379963,0.0470347013369,-0.0121401496122,0.0146353306452,0.00451168817212,0.0393786798322,0.00921595018738,-0.0328185241156,-0.0708794416569
HON,0.0202410309889,-0.0416355924484,0.050615688729,0.00500693943628,0.0216906507532,-0.0336225919696,0.010897553952,-0.0164925605438,0.264326833098,0.0321104310356,0.0814102024903,0.0164970920727,0.0404762735065,0.0890349980519,-0.181535503347,-0.0303205316977,0.190190026366,0.163829565243,-0.0245587316944,0.0142941427497,-0.0761426599247,0.019769674833,0.00669550988326,0.0739568193352,0.0044807057982,-0.154219533891,-0.256788642493,0.0967691894443,-0.0038904463544,1.0,0.0847972790308,-0.085118194882,0.110956806647,-0.0530879609862,-0.00959016781036,0.00744328243515,-0.00396997663372,-0.014573651896,-0.00108905469866,-0.10025183519,0.0611410730367,0.0564603547918,0.00744606289688,0.113224960853,-0.0915189303784,-0.00227195656847,-0.0493062559194,0.292767492976,0.050644985266,-0.0787974762021,-0.0318429273452,-0.0366786382778,-0.00652751130981,-0.0594800802301,0.0618059751449,-0.00281457526231,0.017906886827,-0.0148260323335,0.0106765755804,0.0479546230796,0.0469363891381,0.159356233072,0.00298384393947,0.0312895247207,-0.0410188474439,0.0365048485655,0.0822449839652
IR,0.00289528616245,0.123318644225,0.0313810288801,0.0342916085902,0.118803478373,0.0386991086703,-0.1285058206,-0.00233387811498,-0.0268801038116,0.00854231307915,0.00772943110489,0.0295284040781,-0.0015937128392,0.0809608330593,-0.0548398395203,0.0120506570599,0.0915729113262,0.00652796580262,-0.0957757885522,0.0410411743888,0.0915237397689,-0.0547324734612,0.0895343865421,0.000734656403701,0.0107704047167,0.00698957076651,-0.0336526615101,0.0133983336139,-0.101223734023,0.0847972790308,1.0,-0.12970806894,-0.147835153851,0.0336352379666,0.0213627335243,-0.0779326171052,0.0776738692597,0.141475218698,-0.0377882523022,-0.00797166210606,0.16106239272,-0.0939257719574,0.121354273034,-0.0239170502606,0.263122389007,0.075374620552,0.0187008873405,0.00756191184389,0.109250168849,0.139960995198,0.0121600480442,-0.0560715701981,-0.117472828585,0.0284466623377,0.0188253996721,0.000644407026231,-0.041228290861,0.02609866262,-0.0212070801883,-0.0177865221746,0.0117876972961,-0.110505245486,0.198106249877,-0.139959420588,0.0426615562349,0.0344301943307,0.0160357795542
IRM,0.0532626043281,-0.007186643163,0.0590053526379,0.0348544530076,0.0308559091808,-0.00565700611459,0.00384254224699,-0.0125440949969,-0.0587435303722,0.0940249713415,0.0115025817282,0.0162297355843,0.0131789021032,-0.27434511357,0.0357268659332,-0.0332343177013,-0.13217650227,-0.0724196351443,0.02422674408,0.00923542424353,0.0136014352025,0.0455791070341,-0.0721573514122,0.126195001645,0.0126358294407,0.132062953997,0.0353944348068,-0.0156302602024,-0.0297106687904,-0.085118194882,-0.12970806894,1.0,-0.0544702941574,0.12401554278,0.0777691750504,0.0858272939755,-0.00782544956944,0.0137452444219,0.0495738525413,-0.00685411434518,0.0442486703346,-0.0734939352749,0.000438063915289,-0.0123592546872,-0.0280721986869,-0.127338517915,-0.0106585438034,0.0305252421949,0.00267771538158,0.139985748613,0.00439104862555,0.0081927287203,0.015175589011,0.181222811646,0.0339907537167,-0.0610144177957,-0.00413546615136,0.099689339935,0.0467345613194,0.0362358464401,0.0268422774899,-0.141671909951,-0.0186580507576,0.0208972259638,0.0242025883932,-0.0614395096981,-0.0321526901506
ITW,-0.0456492797376,0.00340379107646,-0.0458937393754,0.0611756601712,-0.0270908917287,0.0236544108682,-0.0617088583364,-0.0115637265111,0.0100291695036,0.0325167811093,0.106762470793,0.0348506097767,0.0613806446835,-0.33520749417,-0.0124004897473,-0.00448710245682,0.0149495986817,0.119137816254,0.0516880493257,0.0480404006549,-0.0445484940182,0.244495804039,0.0368405250817,0.0658723473029,0.0281659790176,0.0123549465825,0.0366830924254,0.0774277487312,-0.0291747146333,0.110956806647,-0.147835153851,-0.0544702941574,1.0,0.0190277695213,-0.0297071036431,0.0650146983553,0.010622648751,0.0230451763489,-0.0603558318028,-0.0834802199205,0.0025202871207,0.0579838269983,0.0108557366592,0.00682706830695,0.200878598271,-0.0116131040822,0.0875619977388,-0.0173280152017,0.0517786795512,-0.0391626648311,0.0681512302352,0.0550356839371,-0.00184710131891,-0.0934223119219,0.0699483754132,0.030565725598,0.0223709036509,0.0198441084044,0.101233654999,-0.0267622746483,0.0966492754305,0.268853346958,0.0121627360195,0.16622489499,-0.0198709125935,7.1433088699e-05,0.0914347029277
JBHT,0.0103397951424,-0.00358653860921,-0.0149989008555,-0.00435497805678,-0.0222333032016,0.0180618654015,0.0600532998788,-0.0383289911947,0.00613055484363,0.142698301636,0.0417310028548,0.00262501998968,-0.000469816390455,-0.0614242096724,-0.0185847346872,0.0457254045033,0.11911004747,-0.0691400731309,0.0912975699827,0.0273714347148,-0.106816256863,0.0639347384088,-0.0306811982616,-0.12270439093,0.0264457605512,-0.0352753382099,0.195069192472,0.040464205997,-0.001297845626,-0.0530879609862,0.0336352379666,0.12401554278,0.0190277695213,1.0,-0.0581677259895,0.019027197075,0.194595403189,-0.0271294060586,-0.0961020629611,-0.101304268071,0.187479489264,-0.0327701200809,-0.0454673649212,-0.0227519159206,0.021486876636,0.0311804692019,-0.0443441276671,0.0318615071573,-0.00827164477491,0.0487931726329,0.00859263516297,0.0560970464543,0.12291824228,-0.0157766087411,-0.0562765612639,-0.123334390354,0.037467170958,0.0205580162221,-0.0613054926391,-0.0181150877216,-0.136477005339,-0.0533077230918,0.0271436619564,-0.0920830039553,-0.0280574298171,-0.0424933507115,0.00758525004363
JEC,-0.00283318053728,0.00138430162939,-0.0518415554059,0.047919489424,-0.00630047379965,-0.0225804977244,0.132792609862,0.00386853266619,0.0441318348755,-0.0138672724029,0.0511689544663,-0.0760755949048,-0.0176794523823,-0.0614140069915,0.0133191568322,0.0377642786992,-0.115844873153,-0.0535835705147,-0.0306604713453,0.0372767233189,-0.0520797611306,0.0496357768828,-0.0619449067123,-0.0339862935385,-0.0479661365268,-0.014724703008,0.0165223403284,0.0288086704463,-0.0611127858159,-0.00959016781036,0.0213627335243,0.0777691750504,-0.0297071036431,-0.0581677259895,1.0,0.254354824437,-0.0198149969525,-0.0233950012052,0.00379783662212,-0.0160702739612,0.232016779406,0.0154282778175,0.0486574443327,-0.0209033801207,-0.0197684744584,-0.0359718826469,-0.0854225086195,-0.0788987824211,0.00162183199696,-0.00957364132755,0.133554689406,-0.00970330907617,0.0434097973421,-0.0132968151722,-0.0294419816378,-0.0338050903635,-0.161621946438,0.0145231865419,-0.0188555329588,0.00363798977515,-0.127621587761,0.0136929258394,0.000276171971724,-0.0379208628749,0.0429161257822,0.101940754721,-0.00114408283442
KSU,0.0108747524662,0.100121309892,0.0680185913237,-0.00593339139558,-0.066347430843,0.0152950662837,-0.0443065072989,-0.111521292799,0.0373267732947,-0.0440560071262,0.0322302155238,-0.0417461572609,0.00487980685679,-0.124445076732,-0.0479732892021,-0.0171584861352,0.0351412883605,-0.0089340612069,0.00293862047404,0.0312403959708,0.0103419378697,-0.00665131371797,0.0416422794546,-0.245791202645,-0.011304265444,0.0907133685571,0.0436645308838,-0.0305476959169,0.0563109824388,0.00744328243515,-0.0779326171052,0.0858272939755,0.0650146983553,0.019027197075,0.254354824437,1.0,-0.0157747514715,0.113939206051,-0.00337514719605,0.0258454417964,-0.0373868400393,-0.0509936688884,0.0887259042412,-0.0239589520297,0.136092651635,-0.0324009752322,-0.029791486538,0.126669339407,0.0928689369236,-0.0276575524272,0.0205107801835,0.0526319081576,0.0106200916818,0.00546121587382,0.0245084506807,-0.121911601724,-0.0116882413052,-0.0212371655833,0.0389800660567,-0.0040247895805,-0.00958435663888,0.00502274388669,0.0153348305801,-0.0468106182205,0.0030747331597,0.123460659563,-0.289956406699
LEG,0.0452110144267,0.0360410238027,-0.00664196867593,0.029469927781,0.0454508005099,-0.190315005658,-0.136497217138,-0.0885389897704,0.0146484992582,0.100119652599,-0.00849217243376,-0.170480987185,0.0671185213823,-0.0434794108933,-0.0335483243792,0.0684653214624,-0.0948508396848,-0.0202407424677,-0.0107132722421,-0.112806318918,0.0177603912623,-0.0234928674497,0.00435515383373,-0.000620153576656,-0.18636280535,-0.0382413581748,0.0649475708546,-0.000297797935515,-0.0463615385192,-0.00396997663372,0.0776738692597,-0.00782544956944,0.010622648751,0.194595403189,-0.0198149969525,-0.0157747514715,1.0,0.0542678844991,-0.0568345729866,0.0238071585325,-0.066180714122,0.178708639187,-0.00886037579595,-0.0632308714499,0.159208923763,0.0774726020774,-0.113040989896,0.0508949927667,0.0297354093298,-0.0644553988653,-0.0779667681039,-0.0111989305914,-0.0441147208264,0.0223810221165,0.142800175865,-0.148316291831,0.00500397858596,-0.0157480262561,-0.0762442430369,-0.00670323892239,-0.0918237740045,-0.0525561783651,0.0333705494968,-0.0255645731504,-0.027127847719,0.0456943616609,-0.00664869954982
LLL,-0.0336520760514,0.227080905019,0.0401482384983,0.0706957898221,0.0569611463076,0.030312126724,-0.213825445164,0.0200173016069,-0.0191362470747,0.0144919745185,-0.0256522583288,0.012422324871,0.0447741561707,-0.0711601899544,-0.0451511165065,-0.0630810508792,-0.0446029598994,-0.0268068741092,-0.030424368184,0.0494118285937,0.0382045744134,-0.00624649799229,0.031313757629,0.0203479723169,0.0634499285932,0.0629498273886,0.0409152757682,0.131161518751,0.0383335996207,-0.014573651896,0.141475218698,0.0137452444219,0.0230451763489,-0.0271294060586,-0.0233950012052,0.113939206051,0.0542678844991,1.0,-0.00760581381174,0.0139609259301,0.0360596084154,-0.226369808228,0.0161214295756,-0.0424508597964,0.344986153704,0.0197649500156,0.00833955594237,0.103257538874,0.0848960767187,-0.0705956242262,-0.046375556347,0.372454257824,-0.0151666752194,-0.00583309965083,0.0615373019525,0.0549111902991,0.0332445196627,-0.108460438782,0.00450680196089,-0.0280257769972,-0.0482808516966,-0.051602978592,-0.00415619391933,-0.0417069035035,0.0659272232831,0.0207327580286,0.0527589858255
LMT,-0.133529914893,0.128738906727,0.369391016288,-0.0953050111006,0.0322858444772,-0.0093786908672,-0.0435219260841,-0.00427435355474,-0.00193159646567,0.0711179043324,0.0556832712427,-0.0047164159285,0.000587243790769,-0.06520157148,0.128297648062,0.493122787365,-0.146010071263,-0.0629893926939,-0.0525651109269,0.00825707610547,0.063872934812,-0.00777747874879,0.0557124237798,0.0813397722651,-0.00884597260153,0.00103024242593,0.00986017479328,-0.0117526526756,0.0386877454725,-0.00108905469866,-0.0377882523022,0.0495738525413,-0.0603558318028,-0.0961020629611,0.00379783662212,-0.00337514719605,-0.0568345729866,-0.00760581381174,1.0,-0.00236229627435,0.0285515284904,-0.00495661749513,0.0369277229515,0.00334229168469,-0.00175181031206,-0.0364597109802,-0.155532628933,0.000631588281971,-0.0287292215755,-0.0402203515707,0.0322251726182,0.0150993892076,-0.0364441710722,-0.00502363962562,0.0946078816152,-0.0136200769961,-0.0142445662908,-0.0315277831813,-0.0361860135762,-6.69778919249e-06,-0.0152391979239,-0.0451632588423,-0.0255109276497,-0.0934278635052,0.0352649369169,0.0271978671624,-0.0146638335101
LUV,-2.61434752053e-05,0.375412087266,0.145198576515,0.0105826311436,0.0591209074372,-0.00775173247614,0.00188645770547,0.0139610898978,0.0261308308782,0.0066143636285,-0.173548480469,0.013007914745,-0.0290079308447,-0.0486374923993,0.0940261372508,-0.0367015570925,-0.000387502986968,0.0292250154198,0.0192561686411,0.0771658935905,-0.082358345642,-0.228036181903,-0.0344877447791,0.00581461611801,-0.0374322228627,0.0993793306997,0.00422784389003,-0.0596571272688,-0.00386873601738,-0.10025183519,-0.00797166210606,-0.00685411434518,-0.0834802199205,-0.101304268071,-0.0160702739612,0.0258454417964,0.0238071585325,0.0139609259301,-0.00236229627435,1.0,-0.0062920031483,0.0207783177426,0.0348475962575,0.0355874044421,-0.0140841175074,-0.0176415140166,-0.334018261299,0.026508004384,-0.0565484510883,-0.00799883079519,-0.095690121946,-0.0240947253121,-0.0530741899613,0.0321834271598,-0.0331051751941,0.0482665066473,0.000532495284426,0.0178954183961,0.0188966927466,-0.00681020530896,-0.116260416797,-0.0537639589084,0.00959164677067,0.341649220171,-0.00874877018812,-0.0479236007262,-0.0999512958438
MAS,0.00200223732323,-0.0314970637309,0.0196275776135,0.0865658279751,-0.0380931472368,-0.055305031554,-0.0307180793632,-0.0237363332631,-0.0512773457438,0.0260808540284,0.0805481280224,0.0538487768953,-0.014403288621,-0.0423737792964,0.0187229719839,-0.00536273996845,-0.00649180237099,-0.181901583794,0.00750663404538,0.0538610818281,-0.0345076910961,0.279948141522,0.00921173950563,0.0116189717291,0.000335208208254,-0.169892983914,-0.0431897225257,0.0727361613141,-0.0210657039197,0.0611410730367,0.16106239272,0.0442486703346,0.0025202871207,0.187479489264,0.232016779406,-0.0373868400393,-0.066180714122,0.0360596084154,0.0285515284904,-0.0062920031483,1.0,-0.214379457993,-0.0522131235635,-0.00100803011335,0.0901431491168,-0.00250199684253,-0.113617582183,-0.0137864745326,-0.100771522201,0.134215646158,0.0216653996262,0.0176744084198,-0.0396513933246,0.00569118825366,-0.00889805491977,-0.00231636168363,0.0466565602707,0.0679085998753,-0.0531713767458,-0.0664824019904,-0.105558878568,-0.0291495124888,0.0253391968716,-0.0649628799441,0.017055968773,0.038421035868,-0.0458822413224
MMM,0.022272275711,-0.0898243121527,0.0327423925953,-0.0654720656403,0.085840647155,-0.00459207355533,0.316745950161,-0.00185453030103,0.00890993559344,-0.0203912361563,0.0975793516966,-0.112077676055,0.0204142900619,-0.0474946670609,-0.023607930702,0.0351137018222,-0.0220005495318,0.103161011378,-0.020598427411,0.0167669558375,0.0589254202006,0.0347095300171,0.00567429144331,0.059847318936,0.0193877973825,0.0406048310171,0.0202248116585,-0.068515319012,-0.0754916294213,0.0564603547918,-0.0939257719574,-0.0734939352749,0.0579838269983,-0.0327701200809,0.0154282778175,-0.0509936688884,0.178708639187,-0.226369808228,-0.00495661749513,0.0207783177426,-0.214379457993,1.0,0.184523441505,0.0418151111317,-0.261520062057,0.0376641599404,-0.00302566312305,-0.00202613904345,-0.126174377546,-0.0158488738006,-0.0119127587614,-0.0376177323376,-0.0647861614581,-0.046325254478,0.00831911195837,-0.00817622029717,-0.130753580017,-0.0247606820784,-0.0248165929363,0.00620102204984,0.0825579515538,0.0156912490796,0.0469659688068,0.0567504683776,0.00301648654966,-0.010165094108,-0.0106682830977
NLSN,0.0024712065438,0.238718003075,0.195182664218,-0.0717247878278,0.0753046462478,0.0226949617721,0.0916532956791,-0.0614931824111,5.46599287393e-05,0.00139584608645,0.0037323341916,-0.00950219019266,-0.0413688490977,0.0237760856922,0.0272079809602,0.0251373512759,0.00887777508144,0.135700336957,0.0262954007522,0.0758661050453,0.0975849316793,0.0162754786222,0.0245162544512,-0.0478255147921,-0.0274833396957,0.125867031596,0.0554685254869,-0.107238925325,-0.0855739627345,0.00744606289688,0.121354273034,0.000438063915289,0.0108557366592,-0.0454673649212,0.0486574443327,0.0887259042412,-0.00886037579595,0.0161214295756,0.0369277229515,0.0348475962575,-0.0522131235635,0.184523441505,1.0,-0.100669489644,-0.00896505247247,0.00113300115866,0.0528507635328,0.0429256750506,-0.0789121086516,-0.0290723821771,0.0145146526659,-0.0155995213758,-0.0457329439854,-7.90464431494e-05,0.0129144469432,-0.0526276536767,-0.125014626523,-0.022796029941,-0.0128422912301,-0.0325251487592,0.0466265169636,0.0209378309823,0.0290978768198,-0.108252897516,-0.0666459110711,0.106922776095,0.0440704126308
NOC,-0.036276893296,-0.0323577977679,-0.0570853910328,0.0642765395179,-0.0946150663862,-0.0709226639452,-0.030699978132,-0.000828488232663,-0.027406996209,0.0306707312719,-0.173247356072,0.0159021971806,0.0207827075797,-0.0898123951738,-0.00991349563972,-0.00413704360098,0.0146404087423,-0.0227053574839,-0.0702436255353,-0.0956114338571,0.0171728701301,0.0561947145633,-0.0713781001742,0.147432896498,0.0394550368108,-0.104214659855,0.00312564269074,0.066616470635,0.237755477629,0.113224960853,-0.0239170502606,-0.0123592546872,0.00682706830695,-0.0227519159206,-0.0209033801207,-0.0239589520297,-0.0632308714499,-0.0424508597964,0.00334229168469,0.0355874044421,-0.00100803011335,0.0418151111317,-0.100669489644,1.0,-0.0286046849859,-0.119034659506,0.00694228364255,-0.156222830339,0.0468638606829,0.07789276325,0.186413934934,-0.121085730316,0.0245238169918,0.00952098018357,-0.0350542185857,0.207708637983,0.034950382406,0.06440684275,0.0521559219882,0.00775596989298,0.0499320826461,0.0373064138296,0.112107789689,-0.0146788259114,-0.0063649016855,-0.0780650035218,-0.116087892981
