,AFL,AIG,AIV,AIZ,ALL,AMG,AMP,AMT,AON,AVB,AXP,BAC,BBT,BEN,BK,BLK,BRK-B,BXP,C,CB,CBG,CCI,CFG,CINF,CMA,CME,COF,DFS,EFX,EQR,ESS,ETFC,EXR,FITB,FRT,GGP,GS,HBAN,HCN,HCP,HIG,HRB,HST,ICE,IVZ,JPM,KEY,KIM,L,LM,LNC,LUK,MAC,MCO,MET,MMC,MS,MTB,NAVI,NDAQ,NTRS,O,PBCT,PFG,PGR,PLD,PNC,PRU,PSA,RF,SCHW,SLG,SPG,SPGI,STI,STT,SYF,TMK,TROW,TRV,UDR,UNM,USB,VNO,VTR,WFC,WLTW,WY,XL,ZION
AXP,0.0327259129636,0.104868483397,-0.00503049567171,-0.0480145286241,0.0539507327109,0.0516599055564,-0.0266281640156,-0.0235288628434,0.0153079511541,0.0211959814222,1.0,0.0969050783196,-0.0282981412662,0.0439292484267,-0.431203491801,0.00997922375817,0.00245890828346,0.0234417760526,0.059392434824,-0.277319723828,-0.0509718737036,-0.0398472880455,0.00201079647167,0.0273971928018,0.0373903494142,0.0235490543758,-0.0142929863222,-0.0243479139928,0.237162299404,-0.0138306126198,0.0266915045076,-0.0127977231747,0.0837348430141,0.034723465814,-0.0475020618194,-0.00122998364457,-0.12027584718,0.00749906644977,0.0924455613645,0.00265355524772,0.00957067044604,-0.0151584485497,-0.0822659460099,-0.111154968764,0.0454242371627,0.0328755490764,-0.0338627963518,-0.0284973582768,0.0778268905404,-0.0347472190508,-0.0231351852142,0.0529740380088,0.00688027333853,-0.01926177078,0.213502973319,-0.0093557266816,-0.0231812596204,0.0407886109479,-0.0508392876987,-0.0751068072848,-0.0279446619886,0.00800067747945,0.00241875291377,0.0583727654754,0.0410398634043,-0.0605244596222,0.036495948228,-0.0121125465298,0.00449874194853,0.00611566857485,-0.0307205129417,0.0516639834787,0.0170984621309,-0.0292972235258,-0.0418159446772,0.045835441334,0.0374399546516,0.0431485318321,0.0227986667657,-0.0738740107246,0.0252607463355,-0.00799604876887,0.0691716055331,-0.0885213767463,-0.0467609180012,0.0249383765485,-0.0597485919253,-0.0114778028514,-0.0348718081516,0.0801707028452
BAC,0.0159751860379,0.0467723197709,-0.06062678156,-0.0683766640686,0.0218053490066,0.0921486659038,-0.145803819511,0.0473782858269,0.0551018014922,-0.0115699943261,0.0969050783196,1.0,-0.0186055214432,-0.11418338709,0.0402896747291,-0.0470834547231,-0.0620732791334,0.0249837430029,-0.112760414117,0.0442052170674,-0.0551218179373,-0.0310270156727,-0.157935238149,-0.0950559945816,0.0940532518904,-0.0728670950791,0.0626643801734,0.12795609053,-0.0868126298963,0.0168757065422,-0.0239681942344,-0.165599117565,0.147719652699,-0.0883540349328,0.0126940138305,-0.136372409237,-0.0742572281309,0.244789183763,-0.0819235197847,-0.0181476303551,-0.0217087209323,0.0392104350152,0.0224275956294,0.0137250955511,0.0102808035625,0.14178868104,0.159497836287,0.0409999574367,-0.0884018056843,-0.0382706802157,0.0758153623571,-0.0380517423432,-0.0275440889744,-0.108612313233,0.0495205999986,-0.0914506786729,-0.172103858441,0.173195312242,-0.00880441250345,0.0227143361633,-0.0783693718643,-0.0721054455954,-0.0423771537804,-0.0660556219427,-0.0100311614867,0.0342150035308,0.166812814213,0.204305104074,0.00812002494362,0.13386070143,0.0543011667035,0.0843518241599,-0.0790655147135,0.10872079093,0.178058892795,0.0965989617067,0.106499627219,-0.119386285998,0.138967036454,0.0604580001238,-0.00876948899841,0.0302246201935,-0.111139444456,0.0388968980316,0.00166488452234,-0.003858259014,-0.103146593068,-0.0249723394442,0.0134038970087,0.103087752339
BBT,-0.164426193794,0.0631349240023,0.056164120474,0.0310615554797,0.00709009510375,0.0341342004042,-0.150958235247,0.0371498024945,0.0122465173911,-0.0322226442983,-0.0282981412662,-0.0186055214432,1.0,0.184025189317,-0.0828372385664,0.0463652246334,0.103694481403,0.0335205690713,-0.00694980025022,0.0229744057181,0.209255553209,0.0168414405837,-0.0513744495724,-0.058494999193,-0.00794723495367,0.0479727082214,-0.0386757287214,-0.0856008779229,0.0136348647432,0.0139590607684,-0.0291558977136,0.112979834424,-0.0133750701269,0.117267426654,-0.046541693078,-0.0561416789505,0.17506409804,0.153961145882,0.00143924609846,-0.0961450102663,-0.0561365682294,0.0564517571068,0.0339698206301,0.00073368194247,0.0651835145717,0.038792782844,0.0963028105897,0.0138840137062,-0.0401520755886,0.0310351354548,-0.0177744098059,-0.00708779298147,-0.0052533871899,-0.0441252508229,-0.129451470825,-0.0209859170712,0.0474305998863,0.07122779556,-0.0706094684699,0.00555345255224,-0.0198869012731,-0.0412124707488,0.00693335003021,0.0131407128035,0.0441497421756,0.0774900881103,0.129048054445,0.156951780118,0.00271162287034,-0.0128915069162,-0.0549730123751,0.0718147179292,-0.0385333617644,0.0253111246854,-0.101733488155,0.109141221734,-0.017209650803,0.0398706248468,0.00818387157363,0.0570653186151,-0.0918672757912,0.0333292041399,0.0321244527071,-0.0437169234813,0.0414328427351,0.0470231738862,-0.079111876207,0.0860230292507,0.0301931307969,-0.00364917104974
BEN,0.0812817879081,0.070893110511,-0.0378544172763,0.0995546184326,0.0477793129676,0.0117198106431,-0.0477334150045,-0.0326254531527,0.0786343253028,-0.0348072687109,0.0439292484267,-0.11418338709,0.184025189317,1.0,-0.0362046130052,0.037239610002,-0.0120452656754,0.037432841131,0.0528065101781,0.0289583435016,-0.010572742545,-0.0233946368004,0.00463296479997,0.0114268298293,-0.0133255999515,0.103656338201,-0.0673462531344,-0.425354872514,-0.0451804594243,0.0075572167091,-0.00378227569371,0.0368735834952,0.0222530149325,0.00353847724818,0.0099577126615,0.025181295265,-0.00527439612529,0.000581846931598,0.0326356646728,0.0385763250117,-0.0546641872509,-0.0611550204723,0.0237244956478,-0.000786732537479,0.00593002521868,0.050732833495,-0.0784844969267,-0.0238392852981,0.0608030598003,0.035542588351,-0.0364681656961,0.05066838848,0.0470075350267,0.0569885436179,0.086590320999,0.0569379535374,-0.0597674474305,0.0148733351224,-0.00352036282012,0.0521324887277,-0.0312118340083,-0.0488568960246,0.0664021680506,0.0703704695996,0.146733851513,0.0133732330249,0.416786031993,0.190418762457,-0.0100718128053,-0.0939357306065,-0.127703469797,0.0757279591446,0.00559382227108,-0.0181921384789,0.00769132172565,-0.0768926654663,-0.103391494012,0.126727737025,0.0588225633572,0.0343469601465,-0.0670587506941,-0.0728926950169,-0.0469973179392,0.0338527598791,-0.00516709465374,0.0190001904496,0.0953642648366,-0.0251119037936,-0.0155688388698,0.0534549781543
BK,0.0948361484421,-0.00855326223067,-0.0520832763313,-0.0101988093369,0.0377397070581,-0.0119964977478,0.196745574225,0.0131824390733,-0.0451943014152,0.0228544696616,-0.431203491801,0.0402896747291,-0.0828372385664,-0.0362046130052,1.0,0.0801370512865,0.00486250569329,0.0102706979456,0.00113075110453,0.000589270567558,-0.0359021954555,0.0597567530482,0.0735144127966,0.0437015860827,0.102682670947,-0.00475419327742,0.0851766676529,0.19180140121,0.00816216955535,0.00811889543135,0.0151210012647,-0.0217075816823,-0.0593426762922,-0.0894065695545,0.00983475088158,-0.0038901714156,0.088394687668,0.0676194032446,0.0112764982748,0.0872597734227,0.0456097070298,0.0655737098124,0.0219797885125,-0.00751351229074,0.0171525722771,-0.0347699632959,0.0513537471387,-0.00725493984816,-0.091232958784,0.132576706817,0.0219503894767,0.043848617305,-0.0326937164956,0.0793026175485,0.0196805572384,0.0116338917922,0.00552221781675,0.0272649475056,0.0156973366635,0.0165793256507,0.136804515594,-0.033076174461,0.014743711746,-0.0364423445224,0.195318840121,0.279092470535,-0.0246749831858,-0.176950911259,-0.0208099109988,0.0160039677379,0.00571449957584,-0.0191698626481,0.0186690146472,0.0383278247394,0.100892437755,0.205268304605,-0.00740627935275,0.0502485890093,0.0201663147707,0.0615008811493,-0.021515381044,0.0189921772349,-0.0414031383141,0.0563900360617,-0.0341716091919,-0.02931561133,0.0625286608282,-0.017556100597,0.0021112864407,0.0110372263811
BLK,-0.147774801152,0.0332684574026,-0.0293053830774,-0.00799334184949,-0.00230511535803,0.0238873292083,0.0166595315071,-0.131384115639,0.0221773162583,-0.0635802422726,0.00997922375817,-0.0470834547231,0.0463652246334,0.037239610002,0.0801370512865,1.0,-0.0647845751671,-0.0541637592874,-0.0566541235551,-0.0138850077719,-0.0249810371734,-0.00984716495593,-0.00580233182207,-0.0775216437335,-0.0487865812715,0.0440611539145,0.0211627973174,-0.00327723158161,0.0749290671948,0.00378008534837,-0.0152181450296,0.0492398708688,-0.00397567689197,-0.00108800465726,0.00740862100994,0.0220302147215,-0.0105339852927,0.204660559222,-0.0209880198086,0.0817963881225,0.150779427666,0.0216826115425,-0.041707938744,0.0336445631537,0.0745168195506,0.0260598165985,0.0121703333615,-0.010181718522,-0.0087304437973,0.00157648816587,-0.113830393475,0.0324057284444,0.00346316360804,0.0359723051903,-0.0182392047388,0.0408209657195,0.00689649081032,-0.0084223153878,-0.0526839359795,0.136111289051,-0.0995841452122,-0.0574761787188,-0.0173805782204,-0.00425682557025,0.0200298137698,0.0241475810465,0.111749286255,-0.00480019222393,0.0267499790195,0.0709478271976,0.0282230899451,0.0864353663216,-0.0258328875446,0.0425114506829,-0.029910793023,0.0138211993164,0.00545755475879,0.0622405016126,0.0835148122874,-0.0213891754434,0.0001411658262,0.0909795556462,0.0241876320335,-0.0371374451425,-0.00856086868739,0.0171456143299,0.149792839272,-0.13304725709,-0.0373332618154,0.014455610077
BRK-B,-0.0169892991278,-0.0119820026101,0.515084932962,0.211995882317,0.00524250587105,0.0125500790941,0.00138237919489,-0.0357351540363,-0.49992314416,-0.00243539190091,0.00245890828346,-0.0620732791334,0.103694481403,-0.0120452656754,0.00486250569329,-0.0647845751671,1.0,0.011046204924,-0.0407055602986,0.0275926132629,0.0803221522859,-0.00387028048642,-0.0199821998498,0.0317924747134,-0.0266786630512,-0.142725702549,-0.0725179985032,0.00653638230332,-0.0148076911275,-0.00241104788367,-0.00658461156315,0.0148001847427,0.0182301633432,0.00214079162086,-0.00714339362062,-0.00485621098164,0.0348308066757,0.0250576300828,-0.00964940310794,-0.0088554190822,-0.100051446336,-0.00374758561252,-0.00800796119401,-0.0691207767078,-0.0191585073583,-0.0818201352517,0.0235376421932,-0.0761799085119,0.0444989565136,-0.0163354382482,0.0170188687553,0.0343677546953,-0.0250240164947,0.0166837547608,0.225698480332,-0.099588976451,0.0232807372564,0.0359932824865,-0.0150793677206,-0.0179317345693,0.0724165051474,0.166860354931,0.0427494065505,-0.0114323354541,0.039557792277,0.0163257754656,0.0205903966984,-0.0327779025789,0.0105381148304,0.00692443528422,-0.018026916455,-0.0211044497766,0.0340486912975,0.00568670088622,0.0230250588554,-0.144493934348,0.087197870399,0.0733440693415,0.0438455671711,0.0565029553697,-0.0114724605579,-0.000743138575736,-0.0144103471451,-0.0580811009916,-0.0192779249171,-0.0107467659584,-0.0461862740811,-0.000842550117884,0.0735623303669,0.140089442264
BXP,-0.0253503128699,-0.0160311839647,0.0664181519301,0.0461279200595,-0.00835333289994,-0.0141645624819,-0.044945150621,-0.00154641266139,0.0257481001923,0.0928208228767,0.0234417760526,0.0249837430029,0.0335205690713,0.037432841131,0.0102706979456,-0.0541637592874,0.011046204924,1.0,0.014144742722,0.0249403855189,0.027653665747,-0.00260821707048,0.0222717935038,-0.0286824777526,-0.0225841720461,0.00278769903889,0.00138057263843,-0.0313497856486,-0.0253943979117,-0.0540843896753,-0.0539904212414,0.00467125323253,0.0749314218521,0.123782223351,-0.00892413454147,0.00367650707259,-0.0561942409552,-0.0298392440357,0.018799846644,-0.0420007753802,-0.0216922206083,-0.0472826280781,0.0251894064758,0.0304457601797,0.0129021346591,0.0606537597009,-0.00897576878334,0.0947235667285,0.0102974678715,-0.0717194890877,0.0212460544144,-0.0049258218259,-0.045807135683,0.0513037763412,-0.0218485390534,-0.0448154273058,-0.0246560907565,0.0479626646239,0.0450006334958,0.00193859724665,0.0519637040319,0.0103194623495,-0.0171985569369,0.0114881714012,0.0173285622822,0.0063587815906,0.0233999206295,0.0245828212288,0.0035225233278,0.000894031863702,-0.168801676183,0.0734023211381,-0.019628226228,-0.0212747743373,0.0462892757928,0.0467800606509,-0.0138387509911,-0.076990293284,0.0514495970937,0.0701269877065,-0.0581077771688,-0.0214183673979,0.0243999462754,0.197781467068,0.093889749229,0.0301431707069,0.0191575222666,-0.108213608628,-0.0218282053138,-0.0567052847511
C,-0.0229840253656,-0.0203831332394,-0.0483356852472,0.0143772462415,0.0393446562852,0.0345844401798,0.0210270095221,0.0809412946221,0.0112150994585,-0.0294082498063,0.059392434824,-0.112760414117,-0.00694980025022,0.0528065101781,0.00113075110453,-0.0566541235551,-0.0407055602986,0.014144742722,1.0,0.0669112084973,-0.058916482347,-0.0346846359056,-0.0635267816988,-0.079459117164,-0.0411469389772,-0.0551445315215,-0.0824750483774,0.008617144329,0.00980117505373,0.17603098488,0.0640270991151,-0.0364363709683,0.0322884783361,-0.0238032006653,-0.0139756111749,-0.0104382710263,-0.0260892318203,0.15504033003,0.0206406691495,0.00270997836024,-0.188176639213,-0.0686659752274,-0.0598942808538,-0.0263901411146,-0.0113248850918,-0.0436320147778,-0.178831438922,-0.049375783814,0.453515602663,-0.0168239714213,-0.0215536774757,0.0971086127938,0.00242225586375,-0.00924452369458,0.0142706679244,-0.0445633401019,-0.0348733854139,0.0305611881644,-0.0450668243468,-0.00716959711533,-0.0550190435534,-0.0158138350156,0.00191168956942,-0.0160818863547,0.154211200961,0.0564664519408,-0.30031384499,0.0620490070336,-0.0109695601406,-0.012766401706,-0.0323163283966,-0.0295259544253,0.00761389103254,-0.276298147823,0.0150395660259,0.0365740172944,0.019146192871,-0.0113310240045,-0.0160362127681,0.0399969896984,0.0322581189269,-0.00934880263708,0.128562763302,-0.0894163682108,0.00933506669099,-0.640815893041,0.136333843251,0.125633833386,-0.0328747829774,-0.346066192042
CB,0.0434713434839,0.0149441451353,0.0631883283685,0.147211604342,0.0179034818552,-0.0245518249292,0.00902528498774,-0.0821466993206,-0.0224374726212,0.0207369135312,-0.277319723828,0.0442052170674,0.0229744057181,0.0289583435016,0.000589270567558,-0.0138850077719,0.0275926132629,0.0249403855189,0.0669112084973,1.0,0.0636128787194,-0.0135404145218,0.0138714390021,0.0282106054695,0.0253858845125,0.0102765102688,0.0050609664443,0.0301857242817,-0.333041582581,0.0236354603582,0.0443970700182,0.0571608898025,0.294032031624,0.0966239224221,0.0132992843276,0.0334214690918,-0.032774574759,0.0571656242272,-0.0086054270532,0.000356303938862,-0.104443928616,-0.0775747748299,0.0304318629901,0.243284778001,0.0825181122221,0.0265665831239,0.0420551492908,-0.0100857550317,-0.0781577816171,0.0171102886553,0.0357505297692,0.0415011435563,-0.0161324755173,0.0702516232511,0.0404936882,0.101003968458,0.0483457057353,-0.00226096893181,0.0614523791796,0.0778592675577,-0.131792633468,-0.0395746212342,-0.00592561220773,-0.0102398402718,0.0116502575028,0.0202514150232,0.0277032516371,0.0516363722783,0.0320081373825,0.03028459497,-0.0598309107884,-0.353112064846,0.0307433552249,0.0117713372441,0.0744341239448,-0.187935685439,-0.0723929056906,-0.052585709672,0.013576996807,0.132179731567,0.058342186367,0.010340072421,0.0188493538815,-0.0140898779776,-0.00456028504609,-0.0124886294997,0.229788787565,0.0170827042353,-0.0835734087374,-0.0126084514344
CBG,0.0353670069011,0.0183145557507,0.0133276152547,0.222231202274,-0.0144272657302,0.0016295932892,0.0213034040982,-0.00405550064746,0.0116369758088,0.0400463433161,-0.0509718737036,-0.0551218179373,0.209255553209,-0.010572742545,-0.0359021954555,-0.0249810371734,0.0803221522859,0.027653665747,-0.058916482347,0.0636128787194,1.0,0.0218236591152,0.0193917444169,-0.0408750442753,-0.0588470617267,0.00530879212602,-0.0674634296754,-0.0722139470131,0.0268149121301,-0.0202381135005,0.00780944826534,-0.0572661729246,-0.00152575801965,0.0385787668219,-0.0175170835009,-0.0225864653931,0.250655060098,-0.100516611088,-0.0160865993237,-8.00939676017e-05,-0.0244627348949,0.0572365452275,-0.0133796692994,-0.0139628619347,-0.0537062831015,0.0221580029706,-0.0312143972964,-0.00703032049731,-0.131213272157,-0.0418310420427,0.0345201494971,-0.00756488647414,0.0297157762707,0.0615718551666,-0.036951428318,-0.0167700240249,-0.0561024226671,-0.0238918179346,0.00860093412869,-0.000611182967841,-0.20048488329,-0.0228738796031,-0.0278668410172,0.0684159122677,0.023903859864,0.0467903266206,0.0342069765737,0.029930749588,0.00402682224753,-0.0472684336446,0.000872674943089,-0.00809905557699,0.0215493247475,-0.0416835652665,-0.0140228950174,-0.0526092174689,-0.036541089635,-0.031949540232,-0.0405669405476,0.0943933533769,-0.00427887491165,-0.00906365742885,-0.0282260795482,-0.0670982318968,-0.00436749277079,0.0478295834777,-0.144212763461,0.105210331285,-0.338127622751,-0.00144217851571
CCI,-0.108247781098,-0.0843653137442,-0.0463594187767,-0.0306647609485,-0.00517806651953,0.0321518737783,0.0348149683928,-0.00274266884722,0.00239142158699,-0.0666572188697,-0.0398472880455,-0.0310270156727,0.0168414405837,-0.0233946368004,0.0597567530482,-0.00984716495593,-0.00387028048642,-0.00260821707048,-0.0346846359056,-0.0135404145218,0.0218236591152,1.0,-0.0134105342339,-0.00792022292593,0.00621674076435,-0.0274329781149,-0.00611666505183,0.0233079178881,-0.040426144228,-0.0628899118512,-0.0224726813518,-0.0148966782259,-0.0449526440365,-0.0134128830926,-0.0242767387767,-0.140393463968,-0.449811068378,-0.0105747849153,-0.0121389378231,-0.0219501242704,-0.0421679175627,0.00191617958315,0.0287172034086,0.0606858069539,-0.0179694318481,-0.0120612796852,-0.0143629689661,0.0802319879958,-0.0349185934933,0.00160999842913,-0.0396292355714,0.020625862602,0.00889739914309,0.0487289504736,0.0215498576447,-0.0681488902967,-0.0453886010366,-0.0596400186479,0.108642672519,0.0271007733197,-0.0114051215626,0.0432253281022,0.185546225423,0.00489935477249,-0.0859393063111,0.158958322638,-0.0154517217079,-0.0216890584137,-0.0236229409787,0.0245574806375,-0.0330014853573,0.024772931612,-0.0265096709657,-0.00469311529458,-0.00935947808615,-0.0180323656766,0.0437680913697,-0.0478987096066,-0.0601230911893,-0.00245327305199,-0.0501121321027,-0.0140859295573,0.0045886334717,-0.0408760140422,-0.0334298647632,-0.0191826455193,-0.1050774986,-0.0336076301176,0.0197814598869,0.00576053153917
CFG,0.244295481595,-0.00114861134916,-0.0565898208146,0.0148036222699,0.0204276049587,0.186738746713,0.360495360041,-0.0215025792405,0.021070320318,-0.00629407284439,0.00201079647167,-0.157935238149,-0.0513744495724,0.00463296479997,0.0735144127966,-0.00580233182207,-0.0199821998498,0.0222717935038,-0.0635267816988,0.0138714390021,0.0193917444169,-0.0134105342339,1.0,-0.0353174147828,0.057258204943,-0.022734823015,0.116172027553,-0.0987261279789,-0.00354802617012,-0.143757722631,0.0263758219172,-0.147562989063,0.066242919902,-0.124627781725,0.0104723789572,0.220801464848,0.0567958188977,-0.0332514022082,-0.00676268648051,-0.0171738333382,0.00694347630886,-0.0606454651412,0.0432173944735,-0.00259767111025,0.0373866444449,-0.0923116613656,0.0433513145114,0.0612885063102,0.0150153467125,-0.00316324295187,0.00874986654698,-0.00359900261186,0.00271478747617,0.0223111199698,0.124796450629,0.0386630780592,-0.0743695376756,0.18203311766,0.033682142882,0.0219282037212,0.0676179036125,0.0749436842927,0.00930927736352,0.100938230545,0.0104410721045,0.1460684528,-0.0902142189077,-0.215562553032,-0.0161194723106,0.0455642277339,0.0680762128972,-0.133695336852,0.192449487734,0.0398567210351,-0.109079106343,-0.135150702864,0.0587299802216,-0.0360842986029,0.00914051628704,-0.0687422890251,0.00126685394811,0.0503838356929,0.0821595433509,-0.0404803383892,-0.0580340308881,-0.0383933127646,-0.0933293873403,0.0531730470569,-0.0755067700019,0.038256267963
CINF,0.0330044408847,-0.217421343562,0.0255100896457,0.108662695268,-0.339452800717,-0.0027082832527,0.0123135496124,0.0676648904644,-0.0701319847018,0.0176652935726,0.0273971928018,-0.0950559945816,-0.058494999193,0.0114268298293,0.0437015860827,-0.0775216437335,0.0317924747134,-0.0286824777526,-0.079459117164,0.0282106054695,-0.0408750442753,-0.00792022292593,-0.0353174147828,1.0,0.000772161650919,0.0327775734972,0.0333782098558,-0.0163125521547,0.026231505435,-0.128366852398,0.00614449443883,-0.0282284499874,0.0262857927696,-0.0459338422217,0.00596279938078,0.0506244946651,0.0577378199879,-0.104114006835,-0.0143271690327,0.0592670689896,0.0773451520514,0.00325742543546,0.00501136971877,0.0132236539598,-0.154811158211,-0.0483548502797,-0.0592830001859,0.066091302974,0.0596872885668,-0.011359566295,0.0314466276957,-0.00316173465136,-0.0323119408314,0.107934292172,-0.0386620923647,0.0832891319568,0.0692245523515,-0.051813429915,0.0102837732442,-0.069982325447,-0.00673066241996,-0.0197835614802,-0.0785663947357,0.0510306414626,0.0294127180216,0.026472911679,-0.00651983640106,-0.107588629309,0.281154168518,-0.0408999468845,-0.0267493073867,-0.00629668361464,-0.00914967250845,-0.0682461322512,-0.0677235436291,-0.0133266180497,-0.040987588552,0.0336364960385,-0.0711578792712,0.0823852107617,0.17026704512,0.00632580139135,-0.0646275883616,0.0828767327008,0.0101700670127,0.00836389314542,0.163033478466,0.0379644276747,0.0927946960418,-0.049212270914
CMA,0.221786910392,-0.00661923871938,-0.01808429198,-0.00266967090778,0.00420083078572,0.0353299265165,-0.00732644814825,-0.00250276923134,0.07970591304,0.0167967297252,0.0373903494142,0.0940532518904,-0.00794723495367,-0.0133255999515,0.102682670947,-0.0487865812715,-0.0266786630512,-0.0225841720461,-0.0411469389772,0.0253858845125,-0.0588470617267,0.00621674076435,0.057258204943,0.000772161650919,1.0,0.057549135506,0.0804772990953,0.045960332847,-0.0240659075685,-0.0235470697643,6.36677138824e-05,0.0224248564037,-0.0185583017249,0.0787004120955,0.0608969963678,-0.0923419946993,0.0124145990748,-0.0855526966021,0.0160656651697,-0.0370228074555,0.0559863306343,-0.0178313054841,0.0282031850669,0.00565754187002,-0.0135757229157,0.0574640222175,-0.13668360959,0.0117016020142,-0.0555048700156,0.00695896928832,-0.0232843222989,-0.0126490443848,0.00979538039398,0.00437098048125,0.0757789640688,0.0557854978728,-0.0151114847246,0.0640627156364,0.0371374971354,0.0152496843991,0.051152634186,-0.106271177199,0.0795791444551,-0.0137812835094,0.0298463952609,-0.0452754865101,-0.0829453283716,0.0912356028495,-0.00595672328336,-0.0992721359703,-0.00856784467279,7.35351833838e-05,-0.0343435990182,-0.0190815087364,0.0458663485364,0.0531135289052,0.0172249754544,-0.12447298279,-0.0176532613448,0.048851082569,-0.00433696132737,0.0110944967678,-0.0414601001663,0.00544228092724,0.0375110741549,0.00146681734483,0.120620194867,-0.0194407462468,-0.0272457834957,-0.151551379856
CME,0.0959317431108,0.0339657372461,-0.0780262347188,-0.0629659384149,-0.0512002242396,0.204566273519,-0.0601348977347,0.0350779609248,0.146153264377,-0.0210095912906,0.0235490543758,-0.0728670950791,0.0479727082214,0.103656338201,-0.00475419327742,0.0440611539145,-0.142725702549,0.00278769903889,-0.0551445315215,0.0102765102688,0.00530879212602,-0.0274329781149,-0.022734823015,0.0327775734972,0.057549135506,1.0,0.0118465365311,-0.0351329343078,0.0618159627695,-0.004694670171,-0.0014532676503,0.0313987044159,-0.0168339859236,0.0274409620413,0.0120416474558,-0.0279054864325,0.155143987559,0.0150291601033,0.0784922749929,0.0133217208986,-0.0223831495111,-0.0708225684432,0.10811015168,0.0192831602001,-0.0153498012203,0.231402955251,-0.0393683808347,-0.0488565160766,-0.0437607908593,0.0236119288803,0.00409986529941,0.00779105550652,0.0572723555371,0.03754998624,-0.015174722923,0.0481818031944,0.00435911864983,-0.0804704030443,0.0101811322595,0.033890491623,-0.00599974898069,-0.0443829609989,0.18465245343,0.19057649781,0.0366856761514,-0.0330025144682,-0.0556046784371,-0.0604865090864,0.0249984254067,-0.1812406547,0.0802935200793,0.0237001564085,-0.0261100562511,0.0875241791216,0.0280337235194,0.0217944974806,0.0195465380115,0.00636190001794,-0.0631326074145,-0.00922367535044,0.0299521254155,-0.000481023930113,0.00986657117126,0.0658831203651,0.0250567496824,-0.00673845423603,-0.0549619692013,-0.111242037279,-0.0436392147131,0.0258197221117
COF,0.0584370315811,0.0171250592216,-0.0257541372782,0.0147856840254,0.0354227065952,0.0208003877714,0.0820298722892,0.0275308170225,0.0194815996217,-0.00652840272497,-0.0142929863222,0.0626643801734,-0.0386757287214,-0.0673462531344,0.0851766676529,0.0211627973174,-0.0725179985032,0.00138057263843,-0.0824750483774,0.0050609664443,-0.0674634296754,-0.00611666505183,0.116172027553,0.0333782098558,0.0804772990953,0.0118465365311,1.0,0.123077398647,-0.00573448970516,0.00690148724208,-0.0565225512924,0.0687816458649,0.0473421671404,0.060992124337,0.0403884254737,0.0214070013861,0.0558104322486,0.04349692245,0.00508128349154,-0.011648980294,0.138520690288,-0.00383199834889,-0.24910108819,0.0254992824354,-0.0145232127747,0.0271415433653,0.0786461993909,-0.0314476861213,0.0594368367554,0.0499722203987,0.135825695184,0.0152385857694,0.026195669832,-0.106899677634,-0.119502899254,0.0640402623904,0.00714281771664,0.0519984175402,0.019939829715,0.0259990787893,0.0415960220887,0.0375935515829,-0.0978635294535,-0.0611887202285,0.025056353319,0.013865453984,-0.0570597816665,-0.003367258126,-0.00717468060788,-0.00987282612101,0.0326822875045,-0.0412992094421,0.0521410136112,0.174366227617,-0.0383334791116,0.0830780441008,0.339261494978,-0.0185028885914,-0.0188760091781,0.0447613454411,-0.00148370210412,0.0739379735165,-0.0488920361759,0.0350514473188,-0.0497632542242,0.0271528310894,0.10259113945,0.00251452787671,0.0238707821494,-0.0341139082765
DFS,-0.0487554847642,-0.0394769350071,0.00744193106038,-0.0891272498284,0.00291780889665,0.00909711651711,0.0626814236993,0.0395770170599,-0.131776463373,-0.0324734408462,-0.0243479139928,0.12795609053,-0.0856008779229,-0.425354872514,0.19180140121,-0.00327723158161,0.00653638230332,-0.0313497856486,0.008617144329,0.0301857242817,-0.0722139470131,0.0233079178881,-0.0987261279789,-0.0163125521547,0.045960332847,-0.0351329343078,0.123077398647,1.0,0.00286596883733,-0.000966552653968,0.00495951609211,0.11381994455,-0.0123516237356,-0.0197391032116,-0.0414162871304,-0.0626812958024,0.0271346719119,0.106773489169,-0.00427869837268,0.0629774817259,0.256389795433,0.0950655407351,-0.1987699526,0.0246086162865,0.0990369410071,-0.25550444935,0.0192274367573,-0.103424982601,-0.00759258827316,0.246541528976,-0.0141736407527,0.0125290619671,-0.00303556758012,-0.134176165738,-0.0727655083738,-0.00935373132158,-0.0565601031579,0.314549777026,-0.0194612098302,-0.0102419902785,-0.0123571100306,-0.0293028884387,-0.0151604849776,-0.170183673885,-0.0834575197409,-0.00841969422269,-0.270572447668,-0.0694833464102,0.0290537188706,0.0179234588107,0.070253217066,-0.0848475741096,-0.00259078758632,-0.0216636032255,-0.042340701439,0.56571126815,0.0610726879384,-0.110381918837,-0.0147181172972,0.0512324768075,0.0172299994546,0.0348375845036,0.151613763865,-0.0401210664759,-0.0469093971872,-0.0337344846022,0.73863677515,-0.0398784820005,-0.0584406786549,-0.045674866337
