,AAP,AMZN,AN,AZO,BBBY,BBY,BWA,CBS,CCL,CMCSA,CMG,COH,CVC,DG,DHI,DIS,DISCA,DISCK,DLPH,DLTR,DRI,EXPE,F,FL,FOX,FOXA,GM,GPC,GPS,GRMN,GT,HAR,HAS,HBI,HD,HOG,HOT,IPG,JCI,JWN,KMX,KORS,KSS,LB,LEN,LOW,M,MAR,MAT,MCD,MHK,NKE,NWL,NWS,NWSA,OMC,ORLY,PCLN,PHM,PVH,RCL,RL,ROST,SBUX,SIG,SNA,SNI,SPLS,SWK,TGNA,TGT,TIF,TJX,TRIP,TSCO,TWC,TWX,UA,ULTA,URBN,VFC,VIAB,WHR,WYN,WYNN,YUM
CMG,-0.0413845639062,-0.0135252093175,0.0209084617006,-0.0311496324475,-0.0166020582341,0.0122936530455,0.00993355472922,0.0376567394412,0.0142719345651,0.0239563812535,1.0,0.0381417023556,0.0569514698181,-0.0822563649244,-0.035671485946,0.0187042327586,0.0161007098462,0.0122708000104,0.0504259936412,-0.0128919780653,0.0298455446775,-0.000612080477744,-0.035604030161,0.0105849197102,0.0292838395648,0.0172273028968,0.0158184418534,0.0158832887315,0.0103047042302,0.186959077012,-0.0101597788361,0.0187366210395,0.00349845535113,-0.0191258943199,-0.02180079369,-0.00627142390842,0.0517124548546,0.0319641997721,0.00267058959481,0.0180824763094,-0.0251679751819,0.0431851075922,-0.0912475246241,0.00941872860412,0.00936588016521,-0.00121789296823,-0.0691064682607,0.00811493367851,-0.0303106974637,0.0149550572927,0.0152682096089,-0.0844341629937,-0.0180130314043,0.0214012232573,-0.00372061812903,0.0074491599732,-0.0109994512652,0.0666098749016,0.0228695233449,0.00276757731093,-0.071222988563,0.00338430697363,0.022732582895,-0.00963255654849,-0.100527338516,-0.0202870584005,0.0149344554465,0.0313185456486,-0.0131001993786,-0.0134909908679,0.126697953265,0.0237186059687,0.014176744602,0.0358339939696,0.0479211192379,0.0470122519166,-0.00377231440709,0.0423038489701,0.0248206113565,-0.00424471783483,0.00590309634178,0.0515262132853,-0.0020192585355,0.000692778630501,-0.0201114793672,0.0134840161004
COH,0.0109446492019,-0.110293397873,0.0117089601492,-0.0201812656292,0.123670182562,0.0141123159491,0.00741459026115,0.0195598480562,0.00759473043401,-0.00959290807716,0.0381417023556,1.0,-0.0175060187727,-0.0254499131646,0.141992969308,0.00757665928887,0.00318065965386,-0.0348793210765,-0.0373419263897,-0.107824346144,-0.00331227719619,-0.0674988639503,0.0705659455455,-0.0137426663131,0.0561238846771,0.0692591097354,0.0164439608574,0.0066802681472,0.0800349778302,0.0303057476792,-0.0384038441092,-0.155905377339,-0.0472386348719,-0.0427257862407,0.0236903637968,0.0194993259135,-0.00752563864188,0.0226379078225,0.116636836725,0.0338687551008,-0.177977246444,-0.0898660115645,0.0484357157951,0.00558362612234,0.133131951237,0.0111711652496,0.000244246847749,0.011390078052,-0.0579941571848,-0.0264173967885,-0.00208332555219,0.0106672740459,0.0417080257085,-0.0297261715164,-0.0633141056213,0.000917667026628,0.0128136367437,0.0461650175412,0.0492290432601,-0.0146138543684,-0.0167296370618,0.00604774428664,0.00261356923072,0.00313836556657,-0.00554182269528,-0.0362795105877,-0.102936347741,-0.0174468311435,-0.192755482821,0.0234332658489,0.0119931007941,0.0962150996815,0.00572243315248,-0.0203734514455,-0.0308112722847,-0.075535651374,-0.0168949238421,0.0289165811686,-0.0159272848399,0.0563435538869,0.0593195011131,-0.0196868340935,-0.00278107045519,0.0361462501226,0.0353765143542,0.000555387064541
CVC,-0.011873691201,0.0972241234048,0.0220419726118,-0.189652949426,-0.0104528513831,0.018940637111,0.0122127080751,-0.0104942820702,0.268804944833,-0.145623953061,0.0569514698181,-0.0175060187727,1.0,0.0264302855897,0.03183013791,0.0227357993443,0.0544799096654,-2.40822453299e-05,-0.0222546652289,0.0225744911761,-0.0397417320718,0.00806142720473,0.0603491523947,0.00295433976858,-0.0538255367611,-0.0251764614442,-0.0868214092073,0.0584174931007,-0.200653087719,0.0415437506361,-0.0303791754427,0.116787579795,0.0409505969613,-0.00673374591148,0.0436031365423,-0.0120806509574,-0.013843470062,-0.0095592633703,0.187560919561,-0.00257678498089,0.056379516347,-0.073205549225,-0.0101516400295,0.00714260616147,0.00461714682353,0.0588663889188,-0.0841966595934,-0.0161938568318,-0.0102641393856,-0.0463768516936,-0.0114944161794,0.00657524314623,0.0857354723072,0.0145258677206,-0.101896112299,-0.0122912176056,-0.056333882147,0.0343581729402,-0.0644636082096,0.0133355397343,0.0399260512829,0.0433566016793,0.145656664668,-0.004286938883,-0.00694336668589,-0.0512090539593,-0.0110944839345,0.0966717211919,-0.00495232849612,-0.0114791753509,-0.0974198075497,0.0113565418115,0.00466893794705,0.18107670753,0.0213399475836,0.278018145756,0.0218449101908,-0.00287984309801,0.0022215850976,0.0683186319247,0.229861635241,-0.0558829988547,0.127309755478,0.00858182140859,0.0297139381177,0.0274372142038
DG,-0.0232359267038,0.0104606213645,0.0586899897186,-0.00196733998984,0.0176337992802,-0.0230116735045,-0.0109272746753,-0.0291738449635,-0.0393423953325,0.0729401683228,-0.0822563649244,-0.0254499131646,0.0264302855897,1.0,0.0373227704517,0.0233365271368,-0.0345421856221,-0.0231717086741,-0.00584517598567,0.0526441208932,-0.00395865599746,-0.0259873316862,-0.0716779904239,0.0355908059868,-0.051234009058,-0.0615878317016,-0.01679774287,0.0408190027162,-0.0158467182147,-0.0142514827342,0.0417361415097,0.0829332392508,0.0206526173977,-0.066405882057,0.0477529192442,-0.0146441907226,0.0100122717646,0.0576990414317,0.0186585870087,-0.0456514069243,-0.0278790237801,0.00604486409207,0.0146806640115,-0.0157040738579,0.0552835568322,-0.0426529208053,-0.00308442776074,0.0091360869313,-0.00173881108243,-0.108399725812,0.0414746811045,0.0364650814058,-0.0573710970247,-0.0408764296814,0.0349873884498,-0.0149876323552,0.0256657686043,-0.000584823247642,0.0411368033114,0.0185855019983,0.0118339326785,0.0112826306404,0.0117851115777,-0.0172099281874,0.0150219886857,-0.0615217931777,-0.0434128419456,-0.0168552811848,-0.0220902190347,-0.00406299130947,-0.0693854277007,-0.080335785486,-0.0277578174235,-0.0427820244469,0.0698465316798,-0.0224074375856,0.0284317291218,-0.00197289738174,-0.00751012731658,0.0205250607128,0.0256930010622,-0.0228438276761,0.0110030188354,-0.052836894362,0.0643179122567,0.114050444927
DHI,0.00170502381034,-0.118647765233,-0.00204498640483,-0.0396415106608,-0.0976631312583,0.0621930211254,-0.0575278365907,-0.00729670262307,0.0898140881396,-0.0280306626427,-0.035671485946,0.141992969308,0.03183013791,0.0373227704517,1.0,-0.0752203104751,-0.0373554279531,0.00307101901363,0.0356168225439,0.0561255036145,-0.00315377456061,-0.0132841785983,-0.0473191268021,0.101373724216,-1.39654797658e-05,0.0131232461712,0.094324807962,0.0254974621026,0.00108871008283,0.0498757041013,-0.150317676081,0.0217746663321,-0.0246768653496,-0.0263208456403,-0.0361242846746,-0.0267873778547,-0.00503592269214,0.0701269994513,-0.00695341055703,0.18688992081,-0.0399115493447,-0.0191919727227,0.019179933064,0.0807852789672,0.307801421827,-0.0544249152489,-0.00183982178009,0.029533689228,-0.0334092296094,0.0215789669336,0.0301506359935,0.0384382971143,0.302993256392,0.0729541725132,-0.0400954614614,0.0562206489591,-0.00104312289439,0.0152888892342,0.180638468634,-0.00233224507989,0.00284620066138,0.025725564487,0.0955472804173,0.0183099755891,-0.0112915737737,0.0775450409838,-0.102562120008,-0.0354681780867,-0.0254282992377,0.00580286556662,0.00825852629082,0.104583948128,0.0405693405213,0.0425684526113,-0.00941085827142,-0.00491509793759,0.103774083735,0.00221128149607,0.0404389910286,0.0364704629273,0.0886664807347,-0.0163378727309,-0.134669179719,0.0525188248742,0.0166780212238,0.0542184141222
DIS,0.0387975443025,0.0177440129591,0.0552275831685,0.0124978851268,0.0224527449657,0.0113167982049,0.0196650693561,-0.0202582125938,0.0401297242723,0.0571751871477,0.0187042327586,0.00757665928887,0.0227357993443,0.0233365271368,-0.0752203104751,1.0,0.104988417359,-0.0289698258184,-0.0910852313017,0.0212280152415,-0.019227472758,-0.120103325724,0.0923429441599,0.00442716418914,-0.0162512426613,-0.0140429021454,-0.0345210728241,0.124725633106,-0.0485071890057,-0.0440021741304,0.274478799744,0.0483467874731,-0.0323686327735,-0.0138668878763,0.00313635228565,-0.0753457689741,0.0604768784942,0.0246422919971,-0.00058197982702,-0.0371513531738,-0.0404918492495,-0.0119667625226,-0.0724787958458,0.028563717808,-0.172877366916,-0.0824809411592,0.066368013159,0.00093641285711,-0.0367255415362,-0.132132515009,0.00601656945864,0.0326389108035,-0.163340499997,-0.0320070177472,0.00999832443387,-0.111822031453,-0.0431119628252,-0.0696626402045,-0.206112817727,-0.00718412176333,-0.0697387661493,0.0544551364145,-0.00912828398088,-0.102116480261,-0.203772315031,-0.0131332760699,0.00366326882911,-0.0218266328757,-0.0529423156186,0.0455415518243,-0.00951325280599,0.0651611976106,0.010663118747,-0.1871649217,0.0876233250373,-0.0145815530674,-0.0366726347518,0.0709720457109,0.0228610152795,-0.0693948705366,0.0636815235047,-0.0357239223814,0.130065158358,-0.00647017222329,0.0339159926586,-0.00717348276462
DISCA,-0.00785462852537,0.00727265033416,0.0247039816616,0.0185832288538,0.173213890901,-0.012661798644,0.0265685850892,-0.0805203533749,0.0310005727291,-0.037081283998,0.0161007098462,0.00318065965386,0.0544799096654,-0.0345421856221,-0.0373554279531,0.104988417359,1.0,0.157563372088,0.025582190497,0.0136739324069,-0.0268714192883,0.0252319144797,0.0617009041498,0.00554080772168,0.267717965669,-0.068379210145,0.0146540981716,0.0165944141213,0.0038044264354,0.11310956162,-0.0812931843787,0.149136853154,-0.0135623964876,0.00341980305061,-0.089413783053,0.0360552327443,0.0403981411325,-0.0288202861897,0.0486451554385,-0.00880938530385,-0.0269686456316,0.00950393455989,0.0561743411048,-0.0287700868086,0.0400505742681,-0.108483948429,0.0560200608098,-0.0494008134188,-0.111828600729,-0.0418827403668,-0.0129858765428,0.0271081518999,0.0403874959897,0.0150150064671,-0.0269136555774,-0.0402184033147,-0.0292431066617,0.0084273846694,-0.132462962561,0.0074920200324,-0.00933494056107,0.0108533229252,0.121370454012,0.0460105267501,0.0530093804804,-0.0395146282085,0.0850048044352,0.0402027882271,0.001496837787,-0.0370120364124,0.00996009857901,0.0514600426571,-0.00310015840641,-0.0706299874247,0.0336126836191,0.0203958787018,-0.0370432404357,0.00602970405946,0.11219132833,-0.0140212222981,0.0115436628829,-0.0386402663414,0.36021042048,-0.0319965781873,0.00907311523241,-0.0188987069432
DISCK,0.00528885129851,-0.0339791341235,-0.0185815627912,-0.000197242992505,0.0136744962811,-0.157042338457,-0.0335518511312,-0.00838841363463,-0.021846355207,-0.0444004177575,0.0122708000104,-0.0348793210765,-2.40822453299e-05,-0.0231717086741,0.00307101901363,-0.0289698258184,0.157563372088,1.0,-0.018583035048,0.000991497210574,0.00485992756465,-0.0221838823856,-0.116648741029,0.0930401760407,-0.0102377621226,-0.132038725343,-0.00344315367321,-0.0251524153265,0.0269070975378,0.0679924467722,-0.0666761582374,0.0892333474788,0.00511528910375,0.0210150996076,0.106689180287,0.018995667492,-0.0138139013016,0.0679355540063,-0.0145055413121,0.0105101507576,0.0222406374743,-0.0390842758116,-0.0263818603565,0.0313645368041,0.0158000176234,-0.00649228133103,-0.0197764194048,-0.103309754751,-0.00827035196267,-0.0147651344193,0.00152729855772,0.0261550395999,0.0538268510024,-0.0368137712282,-0.0931305318619,-0.0125358405403,-0.00824025343196,-0.00648224464204,0.0381556052351,0.00836691336311,0.0219862163483,-0.0563587903151,0.0166673846084,0.186700647406,0.00895691570861,0.00757217761408,-0.137581486184,-0.0229414705376,-0.030317038769,-0.12465414376,0.0150908820092,0.0484944760321,-0.0741856908498,-0.00307406926957,-0.0212291820342,0.0392588412329,0.0155780810624,0.0190743639922,0.00464331288654,0.0108820520425,-0.0107527400745,-0.0353020513456,0.103426191046,0.0520083837287,-0.0337754385064,0.0464010702814
DLPH,-0.00786953041181,0.0379147242439,-0.000357942586839,-0.00262103321407,-0.0093093743055,0.00919410793034,0.0137366347154,-0.0760691255018,0.0144252750981,-0.0541175217823,0.0504259936412,-0.0373419263897,-0.0222546652289,-0.00584517598567,0.0356168225439,-0.0910852313017,0.025582190497,-0.018583035048,1.0,-0.00298209166132,-0.00590401392461,0.0333902183385,0.031809325207,-0.0277919593635,0.124767901902,-0.00114328792555,-0.00622072082752,-0.0487501096856,0.0368552201282,0.0332324052562,0.0750288535958,-0.014194943531,0.0049865025957,0.0455244241163,0.138602336892,0.025233441187,-0.0201202946192,-0.153474351088,-0.0150723708215,0.00947301148272,0.0153258450634,0.0128520743723,0.0268393878418,-0.00305295593855,0.00475818409771,0.0118180042495,-0.0172786688265,0.00768079077797,-0.0747842375424,0.0693082540794,-0.00134477952176,-0.0081697881205,0.00450535696934,-0.0259840322158,-0.0309081783945,0.046635850072,0.0100722859693,-0.00915459249978,0.096471085072,0.0306365753489,0.00649948756724,-0.0273809911828,0.0249864957587,0.0175609646553,-0.174634537148,-0.0233403753224,0.00592056227781,0.0350436046561,-0.0526518347942,0.0829885920514,0.00606930281693,-0.0237646463488,1.48008483697e-05,-0.0383397396883,-0.113197529412,0.054654989175,0.0116308692039,0.093026278093,0.00842193050613,0.0293424672427,-0.00227374950243,-0.0290136632275,0.000334230355162,-0.0406562957712,-0.00655746356355,-0.00340128890914
DLTR,-0.0275025632737,0.0126781628944,-0.0372334878538,-0.054960955418,-0.000791530457965,-0.0446740534617,-0.1183482353,0.00425792923642,-0.0222948525935,0.197551244716,-0.0128919780653,-0.107824346144,0.0225744911761,0.0526441208932,0.0561255036145,0.0212280152415,0.0136739324069,0.000991497210574,-0.00298209166132,1.0,0.00212741276457,0.0310350563459,-0.10517200215,-0.00627571242278,-0.0152337225378,0.000984535283952,0.0471848957434,-0.00194390016133,0.060996705588,-0.0200563167281,0.0089515519834,-0.00634289417019,-0.00414048413472,0.0280382047869,-0.102456480068,-0.0111124319604,0.0195517138487,0.225950198157,0.00515436671969,-0.0160462864778,0.0265827765952,-0.0394615148286,0.0101730616301,-0.0241623829248,0.153355244443,0.0108540388816,0.0364090753799,0.0159441470073,-0.0192468940341,0.014864220054,0.0155890654764,-0.0774513221234,-0.0096666226869,-0.0126989239301,-0.0745004336152,-0.0420656798851,0.0185637522494,0.00795152279228,0.138283244075,-0.0357130092066,-0.0136936213574,-0.0220557562113,-0.0114150775281,-0.0131711027432,-0.0215598226709,0.108762820844,-0.0402336951341,-0.0316238053029,0.0133771293206,0.132496514809,0.0320972147489,0.0588134795518,0.000200760648578,-0.00630946638272,-0.00869227994821,-0.0824404970534,-0.12091441762,0.0198858320408,0.0647567608048,-0.00259754998321,-0.00500417547422,-0.00421636230891,-0.0200500104056,-0.100947921472,-0.0659779528594,0.0274971638993
DRI,0.0024214851608,0.0525472413219,0.0139422054975,0.0607133012729,-0.0194075950929,-0.0105395827958,0.00171186971123,0.0381404830303,-0.0513041584018,0.0440761542386,0.0298455446775,-0.00331227719619,-0.0397417320718,-0.00395865599746,-0.00315377456061,-0.019227472758,-0.0268714192883,0.00485992756465,-0.00590401392461,0.00212741276457,1.0,-0.0106490193232,0.0806571448286,-0.00227985167602,0.00211147427214,0.00523352634148,-0.00366057443092,-0.0350432505147,-0.00502919346215,0.00725584279603,0.0118775204739,-0.054071862291,0.529034511635,-0.00672695854274,0.0367273292093,-0.0728914076137,0.105440956761,0.253512656003,0.119797115404,0.0103131607915,-0.363264482092,0.017864458176,0.120525140124,0.014371594921,0.000560001021409,-0.0161615971583,-0.082993149795,-0.0166394961904,-0.017200074475,0.0235909673077,-0.00228669390997,0.0551706140724,-0.103322647056,-0.00658188551322,0.055936617065,-0.0202052290253,0.00238536011885,0.00699797878463,-0.013856430617,-0.00518305893747,0.015672630602,0.00651631309292,0.00789622197067,0.019167987134,0.0206465652023,-0.070120427189,0.0103064275817,0.0916728743833,-0.00599649623314,0.0126899470215,-0.0639482417718,-0.0503007650396,0.0208566176483,0.000204796383876,0.209668278833,-0.00579489371704,-0.0263364902542,-0.00408705414327,0.023326387441,-0.00387606622109,0.0427491138614,0.0178592425227,-0.0502129455092,-0.00496997041009,-0.0358939054068,-0.0509912934983
EXPE,0.00533894933619,-0.0174102695753,-0.0669891200444,-0.0209823320698,0.0570638711399,-0.020046971725,0.0874202834961,0.126493188885,0.0209234513269,0.0548491510867,-0.000612080477744,-0.0674988639503,0.00806142720473,-0.0259873316862,-0.0132841785983,-0.120103325724,0.0252319144797,-0.0221838823856,0.0333902183385,0.0310350563459,-0.0106490193232,1.0,-0.0610240448903,-0.154879791838,0.207949791104,0.0107561639427,0.126910429224,-0.0542509534451,0.00688013915948,-0.0380607644597,0.0969711823651,-0.0596496598302,-0.0435644937474,-0.00486553498329,0.0129989297477,0.0421079419028,0.0618636766157,-0.0144043840204,-0.127502309077,0.0585125605087,-0.0284697196609,0.0312650303264,0.00232970453075,-0.0455447029949,0.022973862483,0.242432077346,-0.00457532113288,-0.0398521868562,-0.0629518446768,0.0155246254615,-0.00109709322538,-0.000879880139464,0.157260901727,0.00420253431861,-0.0912686364781,-0.00315911619506,0.00418107129506,0.185280064378,0.0487319219974,-0.0270738796829,0.0497213954031,-0.00182277035645,0.120392895422,0.18193934396,0.0725387137925,0.0776234227424,-0.00258221322716,0.0721622373533,0.0944719972558,-0.0305186618803,0.0783278621065,0.000375521564065,-0.0225109350075,0.0639963611908,0.106365682833,0.0302435346099,-0.0220519640897,0.0133668389439,-0.013377230299,0.00836082945313,0.00557814909402,0.0834853396663,-0.013458913964,0.0414699125202,-0.00265501020652,0.0213875803899
F,0.0677878119022,0.0725841175707,-0.010927000419,0.0269137493032,0.0465685015831,0.0217447838469,0.0195844226729,0.0265143529543,0.0300415011673,-0.22453139754,-0.035604030161,0.0705659455455,0.0603491523947,-0.0716779904239,-0.0473191268021,0.0923429441599,0.0617009041498,-0.116648741029,0.031809325207,-0.10517200215,0.0806571448286,-0.0610240448903,1.0,-0.188014823796,-0.0772800729132,0.0314115759937,-0.288633880941,0.110934866092,0.0317505874837,0.0868599739486,0.0359048644513,0.191224100686,0.184438105015,-0.0439851749392,0.00920325330762,-0.0384271320343,-0.0468120616785,-0.0898697582756,0.0773295954326,-0.0311451506556,-0.0396063420327,0.1039099097,0.0984349836278,0.0138422684195,-0.0551317245608,0.0105830620734,0.0280683532473,0.0919412294774,-0.0370791129825,0.0158322010072,0.0192106266781,0.199444468131,-0.268302241846,-0.0229561858153,-0.0066133337996,-0.0231509565661,-0.0147348541087,-0.0128077406695,0.0232897522752,0.0130064288789,-0.144757417615,0.0257944227652,0.0184205640673,-0.160563069897,0.0276123310471,-0.0789998809939,0.0224234524521,0.189748228096,0.0175433728502,0.0641438805878,-0.0298181565422,0.0825855891869,-0.0228600440069,0.0568019237028,0.108964290383,-0.019209312709,0.00632186743297,-0.0823762205294,-0.00313003027704,0.0766301789128,-0.0346859557348,-0.0485550171907,0.169632574331,-0.154623567101,0.114084982194,-0.138036866202
FL,0.0334656814895,-0.0644695372001,-0.0431183194722,-0.00119065768939,-0.00512702350081,-0.0180820592819,-0.127652215016,-0.348250241505,0.0152106007731,0.0968088595851,0.0105849197102,-0.0137426663131,0.00295433976858,0.0355908059868,0.101373724216,0.00442716418914,0.00554080772168,0.0930401760407,-0.0277919593635,-0.00627571242278,-0.00227985167602,-0.154879791838,-0.188014823796,1.0,0.0718889676317,-0.0175001043742,0.0663558546266,0.18745700637,-0.00589109235243,-0.0496443435784,-0.238356439031,-0.019668080391,0.0176693740415,-0.0403669217951,0.196726086899,0.00882657409356,0.0956049078909,-0.0774736914485,0.14153328683,-0.0239522216579,-0.0454135989432,-0.0453513364034,0.0331562628522,0.0135929651405,0.0338865231597,-0.743196762064,0.00121538423779,-0.0363073552449,0.0237720198302,-0.00464157254426,9.91890370655e-05,-0.0557922091637,0.213525562904,0.0318721535121,0.00165552113819,-0.00851401561417,-0.00466650407062,-0.00764142659616,0.00260851874714,0.0267095982713,0.000257186364695,0.0451655213224,0.0747593860222,0.164000254689,0.0234881183298,-0.018925699954,0.00685999783591,-0.193053249763,-0.00384967159244,-0.021476521042,0.0443436622566,-0.0991708294857,0.0950474815735,0.132445203387,-0.0248877607988,0.00638652202812,-0.0215673129854,-0.00767954771787,0.0327409246382,-0.0976937829719,0.000463742915713,0.0837258863948,-0.00275252902955,-0.0741528097019,-0.0419073737405,0.026569827531
FOX,0.0102904927813,0.0509281895809,-0.0573181407072,0.0572284923683,0.0240404646874,0.00474187513397,-0.0249853577514,-0.0169595587121,0.0144249900835,0.024159569661,0.0292838395648,0.0561238846771,-0.0538255367611,-0.051234009058,-1.39654797658e-05,-0.0162512426613,0.267717965669,-0.0102377621226,0.124767901902,-0.0152337225378,0.00211147427214,0.207949791104,-0.0772800729132,0.0718889676317,1.0,0.113350692211,0.0583376434396,0.0109436424129,0.0309592083299,-0.0225447551306,0.0331890338367,-0.0069944125721,0.00677112004582,-0.0348991256232,0.0993981336337,0.0416773842586,0.0902646215004,-0.0907038280027,-0.01718052863,0.0380343052301,-0.0235084638906,0.0553462157248,0.0505728129902,-0.00961940863871,0.0648330638684,-0.0204212534241,-0.00569081108414,-0.0224904737105,-0.368843015933,-0.0165460920607,-0.0625522529704,-0.00631421627945,0.120715821087,0.150874875769,-0.156451662831,0.024246992422,0.0244615179563,-0.01206176439,0.023910624525,0.0115298686562,-0.000527865900441,0.00447976932086,0.0300388018033,0.26661528704,0.0457414710037,0.0263721481991,-0.0713098415107,0.020626758758,0.0216326539321,0.00498561185563,0.0203549298815,0.0661909395873,0.06204753611,-0.0536274547978,0.0955001933216,0.017023681849,0.0126455030552,0.0649471444619,-0.0154567889192,0.0012930736133,-0.0353908596227,0.094663861404,0.0129566239931,-0.0295689766888,0.0261879817631,0.0597608406389
FOXA,0.0136145262534,0.0440598338426,-0.0400936237028,0.000806243870626,0.0277322810554,0.0434618339422,-0.0327289006433,0.00396690855194,0.012442644658,-0.0541505347641,0.0172273028968,0.0692591097354,-0.0251764614442,-0.0615878317016,0.0131232461712,-0.0140429021454,-0.068379210145,-0.132038725343,-0.00114328792555,0.000984535283952,0.00523352634148,0.0107561639427,0.0314115759937,-0.0175001043742,0.113350692211,1.0,0.0227629153423,0.0596087388535,0.0547691204567,0.0414530735726,-0.0164234015184,0.00770542688588,-0.0178728419661,0.0174179759054,0.0254450866922,0.176261409187,-0.0010680185184,-0.153592747772,0.0421338710869,-0.0130863539463,-0.0246150785929,-0.0157065254162,-0.0808017101848,0.0238912548396,0.0154847342434,-0.00163156298526,-0.0234807921529,0.0172142766958,-0.048449185992,0.01697464722,-0.350488805544,0.00841571883517,0.0225224341597,0.0881502529376,-0.0636453725483,0.156425691672,-0.0591038142138,-0.125688116621,0.0358268208318,-0.00821170021538,0.00320208265898,0.0273982927512,0.0544311513664,-0.0626127342696,0.0161112233955,-0.0588712093863,0.0849349731145,0.0178023966791,0.0220949818087,0.0398715202626,0.024000785933,-0.0578682723417,0.249977320922,0.00512138738966,0.00961594264952,-0.018233402473,0.0543638158982,-0.00590929980512,0.0161038583549,0.0258158150484,0.0180798292142,0.0123396894221,0.0210536806007,0.0147034855237,-0.394003439135,-0.0226550670831
GM,-0.100911076266,-0.0733061229129,0.011466625291,0.134778884588,-0.0674125689493,0.0221261441514,0.301283860115,0.0304993512753,0.026605904638,0.0282624696667,0.0158184418534,0.0164439608574,-0.0868214092073,-0.01679774287,0.094324807962,-0.0345210728241,0.0146540981716,-0.00344315367321,-0.00622072082752,0.0471848957434,-0.00366057443092,0.126910429224,-0.288633880941,0.0663558546266,0.0583376434396,0.0227629153423,1.0,-0.0415744358722,0.00568990847545,-0.0310348041469,0.00221741476318,-0.152617241536,-0.0581996632461,-0.0540947339488,0.235582831845,0.042542589793,-0.00277723494955,0.0911490028642,0.00568282579627,-0.0660966396558,-0.0422609899182,0.0535308849033,-0.0269231323336,-0.0617016428294,0.0428318653447,0.0405895995045,-0.0255801275471,-0.0080063365784,-0.00337131446744,0.0239640024613,-0.0163146603868,-0.00313850443937,0.0393971065487,0.0449318591843,-0.0415436512377,0.0347619768548,-0.0586637812196,0.0170206093677,0.0578727058975,-0.0240334771403,-0.0106016745211,-0.0228729428496,0.0273568274879,0.0198494123046,-0.0288823434441,0.0416463453038,0.0198790856686,-0.016805462661,-0.00699942588856,0.0534599000126,-0.126440113072,-0.0528231099881,0.00161851106014,-0.092141625355,0.00146397153102,0.063701800959,-0.0590853602966,0.0679580928407,0.0364555915105,-0.0556028791917,-0.0186317269501,0.0685629511669,-0.0740082203047,0.0207478783109,-0.0566248999697,0.0309168053245
GPC,0.00493179406944,-0.0195955544728,-0.00557765644662,0.0347454531747,0.026962147613,0.0537675780541,-0.117453575625,0.234351480072,0.0187584088356,-0.028833244755,0.0158832887315,0.0066802681472,0.0584174931007,0.0408190027162,0.0254974621026,0.124725633106,0.0165944141213,-0.0251524153265,-0.0487501096856,-0.00194390016133,-0.0350432505147,-0.0542509534451,0.110934866092,0.18745700637,0.0109436424129,0.0596087388535,-0.0415744358722,1.0,-0.00774188098487,-0.0602871780289,0.0315129230253,0.0854733355668,0.031834428289,-0.163830357536,0.0714219579156,0.062209051786,-0.0654652145119,-0.07074651027,-0.0535611132126,-0.0471096750148,0.0220536845374,0.0445747729731,-0.0183524289136,0.0851108969289,-0.0280194319088,-0.196571676043,0.0397037324298,0.111565587375,0.0217607572504,-0.239716352118,-0.023897366934,0.0888305877935,-0.13546308536,0.0422942354861,0.0316667145691,-0.0421948744211,-0.0261095230821,-0.0206964982933,0.123068294212,0.0218429759977,-0.189983858035,0.0494070652149,0.00297973982659,-0.154086948372,0.0138961002734,-0.154471631145,0.00119495523343,-0.0421594651168,0.273329333227,-0.00162177288438,0.0801749676059,0.0541504175038,-0.146202816031,0.06174777793,0.0465258714199,-0.0838217031145,0.046832056202,-0.00476295959977,0.0267211101252,-0.036941958557,-0.0209302766821,-0.071957802285,-0.00846019599421,-0.0316564849125,0.00156645788523,-0.026435641637
GPS,-0.0157968272879,-0.0326005492156,0.105053469717,-0.107454017815,0.257452317174,-0.0277799804484,-0.0163382984511,-0.0793516595359,0.00177314368959,-0.0457768533828,0.0103047042302,0.0800349778302,-0.200653087719,-0.0158467182147,0.00108871008283,-0.0485071890057,0.0038044264354,0.0269070975378,0.0368552201282,0.060996705588,-0.00502919346215,0.00688013915948,0.0317505874837,-0.00589109235243,0.0309592083299,0.0547691204567,0.00568990847545,-0.00774188098487,1.0,0.170461186157,-0.0465220233627,-0.0555146817287,0.016786535652,0.106331250621,-0.0475344565933,0.0334684287007,0.18027663251,0.0760548287247,-0.0284169424759,0.0198577831358,-0.0660161667589,0.0698724701819,0.0239190088742,-0.0224275862933,-0.00669169203443,0.107374578407,0.0428547392304,-0.025509563109,0.0179156776429,0.0914002627525,-0.0106330275514,-0.0354906805114,-0.0311737878199,0.00190430737033,-0.0573371335643,0.089721613732,0.092185094479,-0.0240422931609,0.0712672912194,-0.0112383317839,-0.0669483958271,-0.0381211982824,-0.0648486451542,0.00948325516007,0.00871766034509,0.0344652572643,-0.0325453287228,-0.0776109639998,-0.0445613228207,0.0159689973492,0.169074897883,0.100453445373,-0.0240412180989,-0.33710751085,-0.0545023145894,-0.614544628765,0.072016024908,-0.0375900624417,-0.0521883292273,-0.0381111973185,0.0191831866099,0.131410831099,-0.0113316718294,-0.0424903455516,-0.00112193225741,-0.0550418040341
