Date,Open,High,Low,Close,Volume,Adj Close,perc_change
2015-05-11,43.82,44.139999,43.59,43.599998,11509600,43.599998,-0.502058420812
2015-05-12,44.299999,44.310001,43.689999,43.84,14264800,43.84,-1.03837248394
2015-05-13,44.029999,44.669998,43.98,44.400002,10987200,44.400002,0.840342967076
2015-05-14,44.529999,44.990002,44.450001,44.950001,10301800,44.950001,0.943188882623
2015-05-15,45.0,45.07,44.689999,44.75,7768600,44.75,-0.555555555556
2015-05-18,44.52,44.57,44.040001,44.360001,9230000,44.360001,-0.359386792453
2015-05-19,44.380001,44.66,39.119999,40.98,45363900,40.98,-7.66111068812
2015-05-20,42.279999,43.040001,42.16,42.790001,54530800,42.790001,1.20624884594
2015-05-21,43.060001,43.869999,43.049999,43.68,30404300,43.68,1.4398490144
2015-05-22,43.580002,44.0,43.470001,43.490002,10279400,43.490002,-0.206516741326
2015-05-26,43.41,43.5,42.580002,42.849998,12796000,42.849998,-1.29002994702
2015-05-27,42.599998,43.439999,42.279999,43.380001,13686500,43.380001,1.83099304371
2015-05-28,43.060001,43.419998,42.93,43.07,9414000,43.07,0.0232210863163
2015-05-29,43.450001,43.59,42.810001,42.939999,10928000,42.939999,-1.17376752189
2015-06-01,43.049999,43.630001,42.91,43.349998,11152900,43.349998,0.696861804805
2015-06-02,43.18,43.619999,42.919998,43.150002,8866500,43.150002,-0.0694719777675
2015-06-03,43.299999,43.779999,42.98,43.209999,11893400,43.209999,-0.207852198796
2015-06-04,43.09,43.439999,42.759998,42.880001,10033400,42.880001,-0.487349733117
2015-06-05,42.830002,43.259998,42.700001,42.810001,9831100,42.810001,-0.046698573584
2015-06-08,42.720001,42.889999,42.0,42.009998,7625500,42.009998,-1.66199200229
2015-06-09,41.919998,41.950001,41.02,41.630001,11995200,41.630001,-0.691786769646
2015-06-10,41.700001,42.310001,41.689999,42.060001,7943800,42.060001,0.863309331815
2015-06-11,42.09,42.209999,40.549999,40.939999,23695000,40.939999,-2.73224281302
2015-06-12,40.77,41.110001,40.459999,40.529999,9232700,40.529999,-0.588670591121
2015-06-15,40.240002,40.669998,40.209999,40.470001,10876300,40.470001,0.571568063043
2015-06-16,40.349998,41.400002,40.02,40.639999,20454500,40.639999,0.718713790271
2015-06-17,40.799999,41.52,40.779999,40.959999,11943100,40.959999,0.392156872357
2015-06-18,41.040001,41.27,40.790001,40.91,10017600,40.91,-0.316766561482
2015-06-19,40.900002,40.93,40.369999,40.509998,11661500,40.509998,-0.953554965596
2015-06-22,40.66,40.889999,40.540001,40.73,6141500,40.73,0.172159370389
2015-06-23,40.740002,40.799999,40.509998,40.650002,6860600,40.650002,-0.220913096666
2015-06-24,40.68,41.23,40.580002,40.939999,11462200,40.939999,0.639132251721
2015-06-25,41.099998,41.389999,40.900002,41.07,10776200,41.07,-0.0729878381016
2015-06-26,40.830002,40.869999,39.93,40.060001,16430900,40.060001,-1.88587059094
2015-06-29,39.490002,39.779999,38.849998,38.91,12481300,38.91,-1.46873125
2015-06-30,39.389999,39.650002,39.189999,39.290001,11258300,39.290001,-0.253866470014
2015-07-01,39.459999,39.779999,39.150002,39.330002,6398400,39.330002,-0.329439947528
