Date,Open,High,Low,Close,Volume,Adj Close,perc_change
2015-03-09,64.300003,64.949997,63.310001,64.330002,6504900,64.330002,0.0466547412136
2015-03-10,63.880001,65.07,63.84,64.699997,2869800,64.699997,1.28365057477
2015-03-11,64.690002,65.580002,64.370003,65.220001,2995900,65.220001,0.819290436875
2015-03-12,65.489998,65.599998,64.239998,65.419998,3232100,65.419998,-0.106886550829
2015-03-13,65.389999,66.25,64.339996,64.739998,2570400,64.739998,-0.994037329776
2015-03-16,64.989998,65.050003,64.300003,64.529999,2652200,64.529999,-0.707799683268
2015-03-17,64.25,65.089996,64.07,64.809998,1919400,64.809998,0.871592217899
2015-03-18,64.809998,66.620003,64.559998,66.360001,2386900,66.360001,2.39161093632
2015-03-19,66.529999,66.849998,65.989998,66.82,2031100,66.82,0.435895091476
2015-03-20,67.120003,67.199997,66.129997,66.129997,3095100,66.129997,-1.47497907591
2015-03-23,66.510002,68.57,66.349998,67.889999,3104300,67.889999,2.07487138551
2015-03-24,67.82,68.139999,67.190002,67.720001,2246100,67.720001,-0.147447655559
2015-03-25,67.940002,68.82,67.730003,68.010002,2372200,68.010002,0.103032084103
2015-03-26,67.610001,67.879997,66.650002,66.660004,1772400,66.660004,-1.40511312816
2015-03-27,66.629997,67.120003,66.080002,66.970001,1639600,66.970001,0.510286680637
2015-03-30,67.25,67.400002,66.230003,66.260002,2458400,66.260002,-1.47211598513
2015-03-31,66.269997,66.660004,65.550003,65.75,3701100,65.75,-0.784664287822
2015-04-01,64.029999,65.0,63.400002,64.080002,6071500,64.080002,0.0780930825877
2015-04-02,64.18,64.940002,63.209999,63.389999,3871000,63.389999,-1.23091461514
2015-04-06,63.07,63.799999,63.060001,63.5,3411300,63.5,0.681782146821
2015-04-07,63.599998,64.940002,63.599998,64.379997,2066600,64.379997,1.22641356058
2015-04-08,64.150002,65.309998,64.110001,64.879997,2763200,64.879997,1.13795008144
2015-04-09,65.099998,65.830002,65.07,65.239998,2251300,65.239998,0.215053770048
2015-04-10,65.18,65.699997,64.300003,64.599998,2581300,64.599998,-0.889846578705
2015-04-13,64.360001,64.980003,64.089996,64.120003,2284600,64.120003,-0.372899310552
2015-04-14,64.059998,64.260002,62.849998,62.939999,3823700,62.939999,-1.74835940519
2015-04-15,63.34,63.82,62.650002,63.759998,3364000,63.759998,0.663084938428
2015-04-16,63.48,63.830002,63.369999,63.720001,2601300,63.720001,0.378073408948
2015-04-17,63.439999,63.75,62.939999,63.25,3466300,63.25,-0.299494014809
2015-04-20,62.459999,62.630001,61.23,62.16,5432500,62.16,-0.480305803399
2015-04-21,62.299999,62.900002,61.880001,62.220001,4485000,62.220001,-0.128407706716
2015-04-22,62.23,62.5,61.5,62.310001,2611900,62.310001,0.128556966094
2015-04-23,62.509998,63.959999,62.299999,63.34,3548600,63.34,1.32779079596
2015-04-24,63.560001,63.98,63.139999,63.48,1903700,63.48,-0.125866895439
2015-04-27,63.490002,63.950001,62.84,63.02,2517000,63.02,-0.74027718569
2015-04-28,62.0,63.299999,61.919998,62.68,2477900,62.68,1.09677419355
2015-04-29,62.389999,62.599998,61.43,62.5,2650100,62.5,0.176311911786
2015-04-30,62.25,62.459999,61.43,61.860001,2483600,61.860001,-0.626504417671
2015-05-01,62.110001,62.66,61.639999,62.549999,2409500,62.549999,0.708417312697
2015-05-04,62.549999,62.970001,62.259998,62.639999,1917700,62.639999,0.143884894387
2015-05-05,62.560001,62.950001,62.369999,62.57,1839700,62.57,0.0159830560105
2015-05-06,62.18,62.580002,62.0,62.349998,2853500,62.349998,0.273396590544
2015-05-07,62.389999,62.639999,62.009998,62.419998,1908200,62.419998,0.0480830268967
2015-05-08,62.830002,63.310001,62.279999,62.509998,1374700,62.509998,-0.509317188944
2015-05-11,62.43,63.240002,62.43,62.82,1403200,62.82,0.624699663623
2015-05-12,62.5,62.82,61.82,62.150002,2065200,62.150002,-0.5599968
2015-05-13,61.639999,62.150002,60.77,61.099998,2832600,61.099998,-0.876056146594
2015-05-14,61.07,61.41,60.240002,61.080002,2442200,61.080002,0.0163779269691
2015-05-15,61.150002,61.16,60.619999,61.02,1883500,61.02,-0.21259525061
2015-05-18,61.259998,61.98,60.93,61.16,2264200,61.16,-0.16323539547
2015-05-19,61.099998,61.349998,60.369999,60.720001,2802300,60.720001,-0.621926370603
2015-05-20,60.900002,60.93,59.880001,60.450001,2959400,60.450001,-0.738917873927
2015-05-21,60.57,61.509998,60.23,61.330002,3837900,61.330002,1.25474987618
2015-05-22,61.66,61.950001,61.130001,61.630001,3375900,61.630001,-0.0486522867337
2015-05-26,61.5,61.549999,59.799999,60.59,5868900,60.59,-1.47967479675
2015-05-27,60.59,60.59,45.880001,45.93,69237400,45.93,-24.1954117841
2015-05-28,45.610001,46.950001,45.57,45.779999,21680900,45.779999,0.372720886369
2015-05-29,46.0,46.689999,45.529999,46.5,12540000,46.5,1.08695652174
2015-06-01,46.98,47.869999,46.52,47.740002,12083000,47.740002,1.61771392082
2015-06-02,47.919998,48.98,47.75,48.599998,10189300,48.599998,1.41903177876
2015-06-03,48.919998,49.07,48.400002,48.580002,6441000,48.580002,-0.695004116721
2015-06-04,48.099998,49.310001,48.009998,49.279999,6495000,49.279999,2.45322463423
2015-06-05,49.23,49.709999,48.73,48.869999,5228400,48.869999,-0.731263457242
2015-06-08,48.84,49.25,48.009998,48.150002,6658700,48.150002,-1.41277231777
2015-06-09,48.009998,48.810001,48.009998,48.57,4232000,48.57,1.16642787613
2015-06-10,48.720001,49.169998,48.16,48.209999,5365200,48.209999,-1.04680211316
2015-06-11,48.32,48.73,47.189999,47.84,5426600,47.84,-0.993377483444
2015-06-12,47.599998,48.360001,47.380001,48.23,3010500,48.23,1.32353366906
2015-06-15,47.849998,47.91,46.830002,47.099998,3760500,47.099998,-1.56739818464
2015-06-16,47.080002,47.34,46.419998,46.509998,3982300,46.509998,-1.21071362741
2015-06-17,46.599998,46.900002,46.060001,46.43,3823300,46.43,-0.364802590764
2015-06-18,46.700001,46.93,46.099998,46.169998,3107800,46.169998,-1.13491003994
2015-06-19,46.27,46.919998,46.23,46.599998,6135200,46.599998,0.713200778042
2015-06-22,46.84,47.509998,46.490002,47.34,3548000,47.34,1.06746370623
2015-06-23,47.439999,47.919998,46.540001,46.799999,4353700,46.799999,-1.34907254109
2015-06-24,46.810001,47.419998,46.060001,46.200001,3537500,46.200001,-1.30314032679
2015-06-25,46.509998,46.509998,45.23,45.369999,4415400,45.369999,-2.45108374333
2015-06-26,45.330002,45.540001,44.830002,44.91,4356200,44.91,-0.926543087291
2015-06-29,44.299999,44.59,43.32,43.369999,6007900,43.369999,-2.09932284649
